,정전피해_지역,피해_가구수,시작시간,종료시간
360,전라북도 무주군,1000,2021.07.22 10:32 , 2021.07.22 10:31
361,전라북도 전주시 완산구,1000,2021.07.22 10:32 , 2021.07.22 10:37
362,전라북도 군산시,1000,2021.07.22 10:32 , 2021.07.22 10:32
363,전라북도 전주시 덕진구,1000,2021.07.22 10:31 , 2021.07.22 10:31
364,충청북도 영동군,1000,2021.07.22 10:30 , 2021.07.22 10:19
365,전라북도 남원시,1000,2021.07.22 10:30 , 2021.07.22 10:33
366,울산광역시 북구,1000,2021.07.22 10:30 , 2021.07.22 10:35
367,울산광역시 북구,1000,2021.07.22 10:30 , 2021.07.22 10:36
368,부산광역시 부산진구,1000,2021.07.22 10:30 , 2021.07.22 10:35
369,경상남도 양산시,1000,2021.07.22 10:30 , 2021.07.22 10:33
370,전라북도 익산시,1000,2021.07.22 10:26 , 2021.07.22 10:26
371,서울특별시 강남구,1000,2021.07.22 10:22 , 2021.07.22 10:22
372,경기도 성남시 수정구,1000,2021.07.22 10:20 , 2021.07.22 10:21
373,경기도 평택시,1000,2021.07.22 10:19 , 2021.07.22 10:18
374,경기도 용인시 수지구,1000,2021.07.22 10:18 , 2021.07.22 10:18
375,경기도 광주시,1000,2021.07.22 10:17 , 2021.07.22 10:25
376,경기도 화성시,1000,2021.07.22 10:16 , 2021.07.22 10:15
377,경기도 여주시,1000,2021.07.22 10:16 , 2021.07.22 10:16
378,인천광역시 서구,1000,2021.07.22 10:16 , 2021.07.22 10:16
379,경기도 오산시,1000,2021.07.22 10:16 , 2021.07.22 10:16
380,경기도 수원시 권선구,1000,2021.07.22 10:15 , 2021.07.22 10:15
381,경기도 시흥시,1000,2021.07.22 10:15 , 2021.07.22 10:15
382,경기도 하남시,1000,2021.07.22 10:15 , 2021.07.22 10:15
383,인천광역시 강화군,1000,2021.07.22 10:15 , 2021.07.22 10:15
384,경기도 평택시,1000,2021.07.22 10:15 , 2021.07.22 10:15
385,경기도 안양시 동안구,1320,2021.07.22 10:15 , 2021.07.22 10:24
386,경기도 평택시,1000,2021.07.22 10:15 , 2021.07.22 10:16
387,경기도 부천시,1000,2021.07.22 10:15 , 2021.07.22 10:15
388,충청북도 음성군,100,2021.07.22 10:15 , 2021.07.22 10:10
389,경기도 시흥시,1000,2021.07.22 10:14 , 2021.07.22 10:15
390,서울특별시 관악구,1000,2021.07.22 10:13 , 2021.07.22 10:12
391,경기도 안산시 단원구,1000,2021.07.22 10:10 , 2021.07.22 10:15
392,경기도 용인시 처인구,1000,2021.07.22 10:07 , 2021.07.22 10:16
393,경기도 광명시,1000,2021.07.22 10:00 , 2021.07.22 10:15
394,경기도 안성시,1000,2021.07.22 10:00 , 2021.07.22 10:24
395,경기도 수원시 권선구,1000,2021.07.22 10:00 , 2021.07.22 10:15
396,경기도 이천시,1000,2021.07.22 10:00 , 2021.07.22 10:16
397,경기도 군포시,1000,2021.07.22 10:00 , 2021.07.22 10:17
398,충청북도 청주시 서원구,1000,2021.07.22 10:00 , 2021.07.22 10:20
399,충청북도 충주시,1000,2021.07.22 10:00 , 2021.07.22 10:22
400,충청북도 충주시,110,2021.07.22 10:00 , 2021.07.22 10:10
401,충청북도 충주시,0,2021.07.22 10:00 , 2021.07.22 10:36
402,경기도 광주시,1000,2021.07.22 10:00 , 2021.07.22 10:18
403,경기도 성남시 분당구,1000,2021.07.22 09:05 , 2021.07.22 10:15
404,부산광역시 사상구,1000,2021.07.22 06:05 , 2021.07.22 11:22
405,경상북도 문경시,2000,2021.07.22 00:00 , 2021.07.22 14:19
406,서울특별시 송파구,2000,2021.07.21 18:00 , 2021.07.21 23:58
407,충청북도 음성군,5000,2021.07.21 16:25 , 2021.07.21 16:20
408,충청북도 음성군,1000,2021.07.21 16:25 , 2021.07.21 16:22
409,충청북도 보은군,1000,2021.07.21 16:20 , 2021.07.21 16:18
410,충청북도 제천시,1000,2021.07.21 16:19 , 2021.07.21 16:39
411,충청북도 옥천군,1000,2021.07.21 16:17 , 2021.07.21 16:18
412,충청북도 제천시,1000,2021.07.21 16:17 , 2021.07.21 16:34
413,충청북도 제천시,1000,2021.07.21 16:17 , 2021.07.21 16:19
414,부산광역시 남구,1000,2021.07.21 16:15 , 2021.07.21 16:49
415,부산광역시 부산진구,1000,2021.07.21 16:15 , 2021.07.21 16:48
416,충청북도 영동군,1000,2021.07.21 16:10 , 2021.07.21 16:19
417,충청북도 음성군,0,2021.07.21 16:10 , 2021.07.21 16:11
418,충청북도 단양군,1000,2021.07.21 16:00 , 2021.07.21 16:19
419,충청북도 충주시,220,2021.07.21 16:00 , 2021.07.21 16:20
420,충청북도 충주시,110,2021.07.21 16:00 , 2021.07.21 16:12
421,충청북도 충주시,220,2021.07.21 16:00 , 2021.07.21 16:35
422,충청북도 충주시,1001,2021.07.21 16:00 , 2021.07.21 16:19
423,충청북도 청주시 청원구,1000,2021.07.21 16:00 , 2021.07.21 16:20
424,충청북도 청주시 서원구,1000,2021.07.21 16:00 , 2021.07.21 16:18
425,충청북도 증평군,1000,2021.07.21 16:00 , 2021.07.21 16:18
426,충청북도 청주시 청원구,1000,2021.07.21 16:00 , 2021.07.21 16:39
427,서울특별시 성동구,1000,2021.07.21 15:02 , 2021.07.21 15:08
428,서울특별시 강북구,1000,2021.07.21 15:02 , 2021.07.21 15:09
429,서울특별시 종로구,1000,2021.07.21 15:01 , 2021.07.21 15:01
430,서울특별시 서초구,1001,2021.07.21 15:00 , 2021.07.21 15:56
431,서울특별시 노원구,1000,2021.07.21 15:00 , 2021.07.21 15:02
432,광주광역시 북구,1000,2021.07.21 14:50 , 2021.07.22 11:09
433,부산광역시 강서구,1000,2021.07.21 14:50 , 2021.07.21 14:48
434,전라북도 진안군,1000,2021.07.21 14:35 , 2021.07.21 14:41
435,충청북도 제천시,1000,2021.07.21 14:35 , 2021.07.21 14:35
436,전라남도 여수시,1000,2021.07.21 14:30 , 2021.07.21 14:27
437,충청북도 음성군,0,2021.07.21 14:30 , 2021.07.21 14:27
438,전라남도 목포시,1000,2021.07.21 14:30 , 2021.07.21 14:26
439,충청북도 청주시 흥덕구,1000,2021.07.21 14:30 , 2021.07.21 14:28
440,전라남도 순천시,1000,2021.07.21 14:28 , 2021.07.21 14:25
441,서울특별시 노원구,1000,2021.07.21 14:27 , 2021.07.21 14:28
442,전라남도 진도군,1000,2021.07.21 14:27 , 2021.07.21 14:27
443,전라남도 진도군,1000,2021.07.21 14:27 , 2021.07.21 14:37
444,전라남도 장흥군,1000,2021.07.21 14:26 , 2021.07.21 14:26
445,전라남도 신안군,1000,2021.07.21 14:25 , 2021.07.21 14:27
446,전라남도 해남군,1000,2021.07.21 14:25 , 2021.07.21 14:23
447,전라남도 완도군,1000,2021.07.21 14:25 , 2021.07.21 14:23
448,광주광역시 북구,1000,2021.07.21 14:25 , 2021.07.21 11:58
449,경기도 시흥시,1000,2021.07.21 14:24 , 2021.07.21 14:23
450,경기도 부천시,1000,2021.07.21 14:24 , 2021.07.21 14:24
451,인천광역시 미추홀구,1000,2021.07.21 14:23 , 2021.07.21 14:23
452,인천광역시 중구,1000,2021.07.21 14:23 , 2021.07.21 14:22
453,인천광역시 서구,1000,2021.07.21 14:23 , 2021.07.21 14:23
454,인천광역시 계양구,1000,2021.07.21 14:23 , 2021.07.21 14:22
455,인천광역시 강화군,1000,2021.07.21 14:23 , 2021.07.21 14:23
456,인천광역시 부평구,1000,2021.07.21 14:23 , 2021.07.21 14:23
457,경기도 시흥시,1000,2021.07.21 14:23 , 2021.07.21 14:23
458,인천광역시 옹진군,1000,2021.07.21 14:23 , 2021.07.21 14:23
459,전라남도 여수시,1000,2021.07.21 14:23 , 2021.07.21 14:23
460,경기도 김포시,1000,2021.07.21 14:23 , 2021.07.21 14:23
461,광주광역시 서구,1020,2021.07.21 14:22 , 2021.07.21 14:22
462,전라남도 영광군,1100,2021.07.21 14:22 , 2021.07.21 14:23
463,전라남도 고흥군,1000,2021.07.21 14:22 , 2021.07.21 14:22
464,충청북도 옥천군,1000,2021.07.21 14:21 , 2021.07.21 14:25
465,전라남도 나주시,1000,2021.07.21 14:20 , 2021.07.21 14:22
466,충청북도 진천군,1000,2021.07.21 14:20 , 2021.07.21 13:55
467,충청북도 영동군,1000,2021.07.21 14:20 , 2021.07.21 14:25
468,전라남도 구례군,1000,2021.07.21 14:20 , 2021.07.21 14:24
469,전라남도 목포시,1000,2021.07.21 14:20 , 2021.07.21 14:23
470,경상남도 거제시,1000,2021.07.21 14:20 , 2021.07.22 09:59
471,전라남도 장성군,1000,2021.07.21 14:20 , 2021.07.21 14:22
472,전라남도 강진군,1002,2021.07.21 14:20 , 2021.07.21 14:23
473,경상남도 거제시,1000,2021.07.21 14:20 , 2021.07.22 10:08
474,전라남도 영암군,1000,2021.07.21 14:20 , 2021.07.21 14:25
475,전라남도 보성군,1000,2021.07.21 14:20 , 2021.07.21 14:30
476,서울특별시 강북구,1000,2021.07.21 14:20 , 2021.07.21 14:19
477,광주광역시 동구,1000,2021.07.21 14:20 , 2021.07.21 14:24
478,서울특별시 성동구,1000,2021.07.21 14:20 , 2021.07.21 14:20
479,서울특별시 마포구,1000,2021.07.21 14:20 , 2021.07.21 14:19
480,인천광역시 서구,1000,2021.07.21 14:20 , 2021.07.21 14:23
481,서울특별시 은평구,1000,2021.07.21 14:20 , 2021.07.21 14:19
482,서울특별시 강북구,1000,2021.07.21 14:19 , 2021.07.21 14:19
483,광주광역시 남구,1000,2021.07.21 14:19 , 2021.07.21 14:19
484,서울특별시 종로구,1000,2021.07.21 14:18 , 2021.07.21 14:18
485,전라남도 무안군,1280,2021.07.21 14:18 , 2021.07.21 14:22
486,서울특별시 동대문구,1000,2021.07.21 14:16 , 2021.07.21 14:20
487,광주광역시 광산구,20,2021.07.21 14:15 , 2021.07.21 14:23
488,충청북도 진천군,1000,2021.07.21 14:15 , 2021.07.21 14:20
489,전라남도 담양군,1000,2021.07.21 14:15 , 2021.07.21 14:22
490,충청북도 제천시,1000,2021.07.21 14:10 , 2021.07.21 14:21
491,서울특별시 마포구,1000,2021.07.21 14:10 , 2021.07.21 14:19
492,전라남도 함평군,1000,2021.07.21 14:08 , 2021.07.21 14:22
493,서울특별시 서초구,1001,2021.07.21 14:05 , 2021.07.21 14:25
494,인천광역시 남동구,1000,2021.07.21 14:05 , 2021.07.21 14:23
495,전라남도 화순군,1000,2021.07.21 14:00 , 2021.07.21 14:22
496,충청북도 청주시 청원구,1000,2021.07.21 14:00 , 2021.07.21 14:22
497,충청북도 증평군,1000,2021.07.21 14:00 , 2021.07.21 14:20
498,충청북도 청주시 서원구,1000,2021.07.21 14:00 , 2021.07.21 14:19
499,충청북도 충주시,110,2021.07.21 14:00 , 2021.07.21 15:32
500,충청북도 음성군,100,2021.07.21 14:00 , 2021.07.21 14:41
501,충청북도 충주시,110,2021.07.21 14:00 , 2021.07.21 15:23
502,전라남도 곡성군,1000,2021.07.21 14:00 , 2021.07.21 14:21
503,충청북도 충주시,110,2021.07.21 14:00 , 2021.07.21 15:29
504,충청북도 단양군,1000,2021.07.21 14:00 , 2021.07.21 14:28
505,충청북도 단양군,1000,2021.07.21 14:00 , 2021.07.21 14:30
506,충청북도 단양군,1000,2021.07.21 14:00 , 2021.07.21 15:41
507,충청북도 충주시,1001,2021.07.21 14:00 , 2021.07.21 14:20
508,충청북도 충주시,110,2021.07.21 14:00 , 2021.07.21 14:31
509,충청북도 충주시,110,2021.07.21 14:00 , 2021.07.21 14:51
510,충청북도 제천시,1000,2021.07.21 14:00 , 2021.07.21 14:50
511,인천광역시 미추홀구,1000,2021.07.21 13:15 , 2021.07.21 13:14
512,전라북도 군산시,1000,2021.07.21 12:52 , 2021.07.21 12:51
513,경상남도 창원시 의창구,1000,2021.07.21 12:00 , 2021.07.22 13:06
514,부산광역시 기장군,1000,2021.07.21 11:14 , 2021.07.21 11:21
515,경기도 수원시 팔달구,1000,2021.07.21 10:29 , 2021.07.21 10:29
516,인천광역시 서구,1000,2021.07.21 10:24 , 2021.07.21 10:23
517,인천광역시 중구,1000,2021.07.21 10:21 , 2021.07.21 10:40
518,인천광역시 부평구,1000,2021.07.21 10:21 , 2021.07.21 10:21
519,인천광역시 부평구,1000,2021.07.21 10:20 , 2021.07.21 10:20
520,인천광역시 중구,1000,2021.07.21 10:20 , 2021.07.21 10:19
521,경기도 시흥시,1000,2021.07.21 10:20 , 2021.07.21 10:20
522,인천광역시 옹진군,1000,2021.07.21 10:20 , 2021.07.21 10:20
523,경기도 시흥시,1000,2021.07.21 10:20 , 2021.07.21 10:20
524,인천광역시 서구,1000,2021.07.21 10:20 , 2021.07.21 10:20
525,경기도 부천시,1000,2021.07.21 10:20 , 2021.07.21 10:20
526,경기도 김포시,1000,2021.07.21 10:20 , 2021.07.21 10:20
527,전라북도 김제시,1000,2021.07.21 10:20 , 2021.07.21 15:24
528,인천광역시 강화군,1000,2021.07.21 10:19 , 2021.07.21 10:19
529,인천광역시 남동구,1000,2021.07.21 10:10 , 2021.07.21 10:20
530,부산광역시 동래구,1000,2021.07.21 10:00 , 2021.07.21 16:41
531,전라남도 함평군,1000,2021.07.21 10:00 , 2021.07.21 10:32
532,부산광역시 남구,1000,2021.07.21 09:50 , 2021.07.21 09:30
533,경상남도 창원시 진해구,1000,2021.07.21 09:30 , 2021.07.21 09:30
534,경기도 안성시,1000,2021.07.21 09:00 , 2021.07.21 09:39
535,서울특별시 관악구,2000,2021.07.21 09:00 , 2021.07.21 18:00
536,서울특별시 관악구,2000,2021.07.21 04:00 , 2021.07.21 18:16
537,경기도 파주시,1000,2021.07.21 00:15 , 2021.07.21 14:32
538,충청남도 논산시,1000,2021.07.20 21:00 , 2021.07.20 21:01
539,대전광역시 대덕구,100,2021.07.20 20:01 , 2021.07.20 16:59
540,충청남도 논산시,1000,2021.07.20 20:00 , 2021.07.20 15:35
541,충청남도 논산시,300,2021.07.20 20:00 , 2021.07.20 15:52
542,충청남도 서산시,1000,2021.07.20 20:00 , 2021.07.20 15:31
543,충청남도 서산시,300,2021.07.20 20:00 , 2021.07.20 15:54
544,충청남도 서천군,1000,2021.07.20 19:45 , 2021.07.20 21:02
545,충청남도 서천군,10000,2021.07.20 19:45 , 2021.07.20 15:32
546,충청남도 서천군,1000,2021.07.20 19:30 , 2021.07.20 16:57
547,충청남도 공주시,1000,2021.07.20 19:17 , 2021.07.20 16:56
548,충청남도 당진시,1000,2021.07.20 19:15 , 2021.07.20 20:20
549,충청남도 당진시,1000,2021.07.20 19:06 , 2021.07.20 17:00
550,대전광역시 유성구,1000,2021.07.20 19:03 , 2021.07.20 16:57
551,대전광역시 유성구,1000,2021.07.20 19:02 , 2021.07.20 15:31
552,대전광역시 대덕구,1000,2021.07.20 19:00 , 2021.07.20 15:37
553,세종특별자치시 세종시,1000,2021.07.20 19:00 , 2021.07.20 15:31
554,대전광역시 동구,1000,2021.07.20 19:00 , 2021.07.20 15:31
555,세종특별자치시 세종시,1000,2021.07.20 19:00 , 2021.07.20 15:32
556,대전광역시 서구,1000,2021.07.20 19:00 , 2021.07.20 16:58
557,세종특별자치시 세종시,1000,2021.07.20 19:00 , 2021.07.20 20:11
558,세종특별자치시 세종시,1000,2021.07.20 19:00 , 2021.07.20 17:00
559,대전광역시 서구,1000,2021.07.20 19:00 , 2021.07.20 15:31
560,대전광역시 대덕구,1000,2021.07.20 19:00 , 2021.07.20 17:04
561,대전광역시 대덕구,300,2021.07.20 19:00 , 2021.07.20 15:59
562,충청남도 천안시 서북구,1000,2021.07.20 19:00 , 2021.07.20 16:58
563,충청남도 천안시 서북구,1000,2021.07.20 19:00 , 2021.07.20 15:31
564,충청남도 천안시 동남구,1000,2021.07.20 19:00 , 2021.07.20 15:31
565,충청남도 서산시,1000,2021.07.20 19:00 , 2021.07.20 15:31
566,충청남도 청양군,1000,2021.07.20 19:00 , 2021.07.20 16:57
567,충청남도 청양군,1000,2021.07.20 19:00 , 2021.07.20 15:31
568,충청남도 아산시,1000,2021.07.20 19:00 , 2021.07.20 16:58
569,충청남도 서산시,1000,2021.07.20 19:00 , 2021.07.20 16:58
570,충청남도 홍성군,1000,2021.07.20 19:00 , 2021.07.20 15:34
571,충청남도 홍성군,1000,2021.07.20 19:00 , 2021.07.20 16:58
572,충청남도 보령시,1000,2021.07.20 19:00 , 2021.07.20 16:58
573,충청남도 부여군,1000,2021.07.20 19:00 , 2021.07.20 15:30
574,충청남도 논산시,1000,2021.07.20 19:00 , 2021.07.20 16:58
575,충청남도 당진시,1000,2021.07.20 19:00 , 2021.07.20 15:45
576,충청남도 예산군,1000,2021.07.20 19:00 , 2021.07.20 15:32
577,충청남도 예산군,1000,2021.07.20 19:00 , 2021.07.20 15:48
578,충청남도 예산군,1000,2021.07.20 19:00 , 2021.07.20 16:57
579,충청남도 금산군,1000,2021.07.20 18:27 , 2021.07.20 15:36
580,충청남도 금산군,1000,2021.07.20 18:20 , 2021.07.20 16:59
581,충청남도 보령시,1000,2021.07.20 18:00 , 2021.07.20 15:31
582,충청남도 태안군,1000,2021.07.20 18:00 , 2021.07.20 16:57
583,충청남도 부여군,1000,2021.07.20 18:00 , 2021.07.20 16:58
584,충청남도 아산시,1000,2021.07.20 18:00 , 2021.07.20 15:35
585,충청남도 아산시,300,2021.07.20 18:00 , 2021.07.20 15:54
586,충청남도 서산시,1000,2021.07.20 18:00 , 2021.07.20 16:58
587,충청남도 논산시,300,2021.07.20 18:00 , 2021.07.20 17:17
588,충청남도 천안시 동남구,1000,2021.07.20 18:00 , 2021.07.20 16:56
589,세종특별자치시 세종시,1000,2021.07.20 18:00 , 2021.07.20 17:07
590,경상북도 상주시,1000,2021.07.20 17:30 , 2021.07.20 14:34
591,경상남도 하동군,1000,2021.07.20 17:00 , 2021.07.20 17:42
592,경상남도 하동군,1000,2021.07.20 17:00 , 2021.07.20 18:24
593,충청북도 진천군,1000,2021.07.20 17:00 , 2021.07.20 15:34
594,울산광역시 울주군,1000,2021.07.20 16:30 , 2021.07.20 16:36
595,경기도 가평군,1000,2021.07.20 16:09 , 2021.07.20 18:09
596,충청북도 진천군,1000,2021.07.20 16:00 , 2021.07.20 15:31
597,충청북도 옥천군,1005,2021.07.20 15:20 , 2021.07.20 15:33
598,충청북도 옥천군,1005,2021.07.20 15:20 , 2021.07.20 16:00
599,경기도 하남시,1000,2021.07.20 15:10 , 2021.07.20 15:13
600,제주특별자치도 서귀포시,1000,2021.07.20 15:10 , 2021.07.20 15:14
601,제주특별자치도 제주시,1000,2021.07.20 15:10 , 2021.07.20 15:14
602,제주특별자치도 제주시,1000,2021.07.20 15:10 , 2021.07.20 15:14
603,서울특별시 송파구,2000,2021.07.20 15:04 , 2021.07.20 18:57
604,경상북도 의성군,0,2021.07.20 15:03 , 2021.07.20 15:03
605,경상북도 예천군,1000,2021.07.20 15:00 , 2021.07.20 15:13
606,경상남도 사천시,1000,2021.07.20 15:00 , 2021.07.20 16:07
607,세종특별자치시 세종시,300,2021.07.20 15:00 , 2021.07.20 15:53
608,광주광역시 광산구,20,2021.07.20 15:00 , 2021.07.20 14:23
609,충청남도 서산시,300,2021.07.20 15:00 , 2021.07.20 15:54
610,충청북도 영동군,2000,2021.07.20 15:00 , 2021.07.20 15:36
611,충청남도 태안군,1000,2021.07.20 15:00 , 2021.07.20 15:31
612,경상북도 의성군,300,2021.07.20 14:58 , 2021.07.20 14:58
613,경기도 용인시 수지구,1000,2021.07.20 14:51 , 2021.07.20 14:50
614,전라남도 보성군,367,2021.07.20 14:36 , 2021.07.20 14:41
615,경상북도 군위군,1000,2021.07.20 14:35 , 2021.07.20 14:29
616,광주광역시 남구,1020,2021.07.20 14:32 , 2021.07.20 14:46
617,경상북도 의성군,1000,2021.07.20 14:30 , 2021.07.20 14:47
618,전라남도 고흥군,1000,2021.07.20 14:30 , 2021.07.20 14:35
619,충청북도 충주시,1000,2021.07.20 14:30 , 2021.07.20 15:45
620,경상북도 봉화군,1000,2021.07.20 14:27 , 2021.07.20 14:26
621,경상북도 봉화군,1000,2021.07.20 14:26 , 2021.07.20 14:25
622,광주광역시 서구,1020,2021.07.20 14:25 , 2021.07.20 14:49
623,서울특별시 강남구,1000,2021.07.20 14:23 , 2021.07.20 14:23
624,서울특별시 강북구,1000,2021.07.20 14:22 , 2021.07.20 14:14
625,서울특별시 종로구,1000,2021.07.20 14:22 , 2021.07.20 14:14
626,전라남도 강진군,1002,2021.07.20 14:22 , 2021.07.20 14:22
627,전라남도 보성군,1239,2021.07.20 14:21 , 2021.07.20 14:25
628,전라남도 장흥군,1010,2021.07.20 14:21 , 2021.07.20 14:21
629,경상북도 영주시,1000,2021.07.20 14:20 , 2021.07.20 14:27
630,경상북도 청송군,1000,2021.07.20 14:20 , 2021.07.20 14:26
631,전라남도 해남군,1000,2021.07.20 14:20 , 2021.07.20 14:24
632,광주광역시 북구,1000,2021.07.20 14:20 , 2021.07.20 14:22
633,서울특별시 강서구,1000,2021.07.20 14:20 , 2021.07.20 14:28
634,서울특별시 구로구,1000,2021.07.20 14:20 , 2021.07.20 14:18
635,서울특별시 금천구,1000,2021.07.20 14:20 , 2021.07.20 14:18
636,전라남도 나주시,1000,2021.07.20 14:20 , 2021.07.20 14:24
637,서울특별시 강남구,1000,2021.07.20 14:19 , 2021.07.20 14:18
638,광주광역시 동구,1000,2021.07.20 14:18 , 2021.07.20 14:21
639,서울특별시 강북구,1000,2021.07.20 14:18 , 2021.07.20 11:17
640,서울특별시 송파구,1000,2021.07.20 14:17 , 2021.07.20 14:17
641,서울특별시 서초구,1000,2021.07.20 14:16 , 2021.07.20 14:16
642,서울특별시 관악구,1000,2021.07.20 14:16 , 2021.07.20 14:16
643,경상북도 봉화군,1000,2021.07.20 14:16 , 2021.07.20 14:37
644,서울특별시 영등포구,1000,2021.07.20 14:14 , 2021.07.20 14:14
645,충청북도 보은군,1000,2021.07.20 14:10 , 2021.07.21 14:19
646,서울특별시 서초구,1050,2021.07.20 14:05 , 2021.07.20 15:26
647,경기도 광명시,1000,2021.07.20 14:00 , 2021.07.20 14:12
648,서울특별시 강남구,1000,2021.07.20 14:00 , 2021.07.20 13:58
649,경상북도 영양군,1000,2021.07.20 14:00 , 2021.07.20 14:26
650,경상북도 구미시,1000,2021.07.20 14:00 , 2021.07.20 14:27
651,경상북도 안동시,1000,2021.07.20 14:00 , 2021.07.20 14:26
