,정전피해_지역,피해_가구수,시작시간,종료시간
2180, ,1438,2020.07.30 14:20 , 2020.07.30 14:27
2181, ,978,2020.07.30 14:15 , 2020.07.30 14:11
2182, ,1237,2020.07.30 10:00 , 2020.07.30 10:33
2183, ,520,2020.07.30 06:54 , 2020.07.30 08:14
2184, ,289,2020.07.30 06:43 , 2020.07.30 08:19
2185, ,37,2020.07.30 06:31 , 2020.07.30 07:34
2186, ,304,2020.07.30 06:19 , 2020.07.30 07:15
2187, ,304,2020.07.30 06:19 , 2020.07.30 07:15
2188, ,340,2020.07.30 05:52 , 2020.07.30 08:12
2189, ,4,2020.07.30 05:39 , 2020.07.30 06:22
2190, ,1438,2020.07.30 14:20 , 2020.07.30 14:27
2191, ,978,2020.07.30 14:15 , 2020.07.30 14:11
2192, ,1237,2020.07.30 10:00 , 2020.07.30 10:33
2193, ,520,2020.07.30 06:54 , 2020.07.30 08:14
2194, ,289,2020.07.30 06:43 , 2020.07.30 08:19
2195, ,37,2020.07.30 06:31 , 2020.07.30 07:34
2196, ,304,2020.07.30 06:19 , 2020.07.30 07:15
2197, ,304,2020.07.30 06:19 , 2020.07.30 07:15
2198, ,340,2020.07.30 05:52 , 2020.07.30 08:12
2199, ,4,2020.07.30 05:39 , 2020.07.30 06:22
2200, ,2320,2020.07.16 14:13 , 2020.07.16 14:21
2201, ,1000,2020.07.09 14:20 , 2020.07.09 14:37
2202, ,1000,2020.07.09 14:20 , 2020.07.09 14:38
2203, ,300,2020.07.09 14:15 , 2020.07.09 14:38
2204, ,0,2020.07.09 14:00 , 2020.07.09 14:39
2205, ,1210,2020.07.09 14:00 , 2020.07.09 14:38
2206, ,1220,2020.07.09 14:00 , 2020.07.09 14:36
2207, ,1150,2020.07.09 10:00 , 2020.07.09 10:25
2208, ,1050,2020.07.08 16:30 , 2020.07.08 16:49
2209, ,1000,2020.07.08 16:26 , 2020.07.08 16:48
2210, ,1000,2020.07.08 14:26 , 2020.07.08 14:26
2211, ,0,2020.07.08 12:59 , 2020.07.08 12:59
2212, ,1000,2020.07.08 10:25 , 2020.07.08 10:40
2213, ,25,2020.07.08 10:15 , 2020.07.08 11:00
2214, ,11,2020.07.08 10:00 , 2020.07.08 11:13
2215, ,1010,2020.07.08 10:00 , 2020.07.08 11:00
2216, ,1000,2020.07.07 14:50 , 2020.07.07 14:58
2217, ,1000,2020.07.07 14:00 , 2020.07.07 15:06
2218, ,1000,2020.07.07 10:50 , 2020.07.07 14:59
2219, ,10,2020.07.07 10:00 , 2020.07.07 11:14
2220, ,3,2020.07.30 05:25 , 2020.07.30 07:46
2221, ,1000,2020.07.29 10:43 , 2020.07.29 10:43
2222, ,1000,2020.07.29 10:10 , 2020.07.29 10:24
2223, ,3440,2020.07.29 10:05 , 2020.07.29 10:18
2224, ,1000,2020.07.29 10:00 , 2020.07.29 10:24
2225, ,1000,2020.07.29 10:00 , 2020.07.29 10:00
2226, ,1000,2020.07.29 10:00 , 2020.07.29 10:50
2227, ,60,2020.07.28 14:01 , 2020.07.28 14:23
2228, ,11083,2020.07.28 14:01 , 2020.07.28 14:08
2229, ,2323,2020.07.16 14:15 , 2020.07.16 14:23
2230, ,1200,2020.07.03 14:57 , 2020.07.03 15:07
2231, ,1200,2020.07.03 14:52 , 2020.07.03 14:51
2232, ,1110,2020.07.03 14:00 , 2020.07.03 15:03
2233, ,1000,2020.07.03 14:00 , 2020.07.03 15:07
2234, ,10700,2020.07.03 14:00 , 2020.07.03 15:21
2235, ,1000,2020.07.03 11:00 , 2020.07.03 15:57
2236, ,255,2020.07.03 10:35 , 2020.07.03 10:46
2237, ,1000,2020.07.03 10:00 , 2020.07.03 10:46
2238, ,0,2020.07.03 00:00 , 2020.07.03 13:59
2239, ,200,2020.07.02 23:00 , 2020.07.02 20:07
2240, ,200,2020.07.02 19:00 , 2020.07.02 18:58
2241, ,120,2020.07.02 17:00 , 2020.07.02 17:45
2242, ,1000,2020.07.02 16:00 , 2020.07.02 16:18
2243, ,1001,2020.07.02 16:00 , 2020.07.06 10:05
2244, ,1500,2020.07.02 15:18 , 2020.07.02 15:59
2245, ,6000,2020.07.02 15:00 , 2020.07.02 15:05
2246, ,1000,2020.07.02 15:00 , 2020.07.02 15:57
2247, ,1000,2020.07.02 14:50 , 2020.07.02 14:59
2248, ,1000,2020.07.02 14:35 , 2020.07.02 14:42
2249, ,1100,2020.07.02 14:00 , 2020.07.02 15:55
2250, ,1000,2020.07.02 14:00 , 2020.07.02 15:55
2251, ,200,2020.07.02 14:00 , 2020.07.02 14:53
2252, ,1000,2020.07.02 11:02 , 2020.07.02 11:02
2253, ,1000,2020.07.02 11:00 , 2020.07.02 15:03
2254, ,2000,2020.07.02 08:01 , 2020.07.02 15:32
2255, ,8,2020.07.02 04:00 , 2020.07.02 18:31
2256, ,1000,2020.07.02 02:00 , 2020.07.02 15:43
2257, ,1050,2020.07.02 00:00 , 2020.07.02 15:27
2258, ,0,2020.07.02 00:00 , 2020.07.02 15:39
2259, ,110,2020.07.02 00:00 , 2020.07.02 15:35
2260, ,1000,2020.07.02 00:00 , 2020.07.02 15:30
2261, ,1000,2020.07.01 17:00 , 2020.07.01 19:14
2262, ,20,2020.07.01 17:00 , 2020.07.01 15:46
2263, ,200,2020.07.01 17:00 , 2020.07.01 15:49
2264, ,1000,2020.07.01 17:00 , 2020.07.01 16:07
2265, ,1000,2020.07.01 15:40 , 2020.07.01 15:51
2266, ,1000,2020.07.01 15:00 , 2020.07.01 15:53
2267, ,10100,2020.07.01 15:00 , 2020.07.01 15:54
2268, ,330,2020.07.01 13:00 , 2020.07.01 16:11
2269, ,2000,2020.07.01 11:00 , 2020.07.01 15:40
2270, ,1100,2020.07.01 04:00 , 2020.07.01 15:10
2271, ,0,2020.07.01 00:00 , 2020.07.03 13:54
2272, ,10,2020.07.01 00:00 , 2020.07.03 14:30
2273, ,1000,2020.07.01 00:00 , 2020.07.01 14:55
2274, ,1100,2020.07.01 00:00 , 2020.07.02 15:35
2275, ,120,2020.06.30 18:00 , 2020.06.30 16:04
2276, ,1000,2020.06.30 15:20 , 2020.06.30 15:38
2277, ,1000,2020.06.30 11:00 , 2020.06.30 17:59
2278, ,110,2020.06.30 10:00 , 2020.06.30 12:59
2279, ,1000,2020.06.30 09:00 , 2020.06.30 17:56
2280, ,600,2020.06.29 15:00 , 2020.06.29 16:17
2281, ,1000,2020.06.26 09:00 , 2020.06.26 16:12
2282, ,100,2020.06.16 16:00 , 2020.06.16 17:48
2283, ,10,2020.06.16 00:00 , 2020.06.16 15:47
2284, ,83,2020.04.06 14:00 , 2020.04.06 14:25
2285, ,36,2020.03.19 16:30 , 2020.03.19 17:27
2286, ,40,2020.03.19 14:03 , 2020.03.19 14:42
2287, ,403,2019.10.07 13:00 , 2019.10.07 14:36
2288, ,844,2019.09.07 15:15 , 2019.09.07 16:16
2289,울산광역시 동구,1097,2018.10.06 13:32 , 2018.10.06 16:34
2290,강원도 정선군,23,2018.10.06 12:52 , 2018.10.06 13:45
2291,강원도 삼척시,905,2018.10.06 12:50 , 2018.10.06 14:59
2292,강원도 삼척시,970,2018.10.06 12:50 , 2018.10.06 14:59
2293,강원도 정선군,3411,2018.10.06 12:40 , 2018.10.06 13:28
2294,강원도 정선군,3761,2018.10.06 12:40 , 2018.10.06 13:28
2295,강원도 정선군,803,2018.10.06 12:40 , 2018.10.06 13:28
2296,강원도 삼척시,780,2018.10.06 12:22 , 2018.10.06 15:11
2297,경상북도 포항시 남구,964,2018.10.06 12:05 , 2018.10.06 11:43
2298,울산광역시 남구,1527,2018.10.06 11:56 , 2018.10.06 13:16
2299,울산광역시 동구,985,2018.10.06 11:54 , 2018.10.06 16:09
2300,경상남도 양산시,53,2018.10.06 11:47 , 2018.10.06 17:19
2301,부산광역시 사하구,47,2018.10.06 11:46 , 2018.10.06 13:10
2302,울산광역시 북구,972,2018.10.06 11:38 , 2018.10.06 16:09
2303,부산광역시 기장군,937,2018.10.06 11:35 , 2018.10.06 13:48
2304,부산광역시 강서구,5,2018.10.06 11:24 , 2018.10.06 15:51
2305,강원도 강릉시,400,2018.10.06 11:24 , 2018.10.06 16:28
2306,부산광역시 수영구,161,2018.10.06 11:21 , 2018.10.06 13:11
2307,울산광역시 중구,952,2018.10.06 11:19 , 2018.10.06 14:24
2308,경상북도 포항시 남구,6370,2018.10.06 11:18 , 2018.10.06 12:40
2309,강원도 평창군,37,2018.10.06 11:18 , 2018.10.06 12:24
2310,강원도 평창군,37,2018.10.06 11:18 , 2018.10.06 13:31
2311,경상북도 포항시 남구,370,2018.10.06 11:17 , 2018.10.06 12:24
2312,경상북도 경주시,1593,2018.10.06 11:17 , 2018.10.06 16:32
2313,경상북도 포항시 남구,964,2018.10.06 11:12 , 2018.10.06 11:43
2314,울산광역시 남구,55,2018.10.06 11:12 , 2018.10.06 12:38
2315,울산광역시 남구,1022,2018.10.06 11:11 , 2018.10.06 14:48
2316,울산광역시 중구,808,2018.10.06 11:08 , 2018.10.06 13:37
2317,부산광역시 강서구,358,2018.10.06 11:06 , 2018.10.06 15:28
2318,부산광역시 기장군,997,2018.10.06 11:06 , 2018.10.06 13:33
2319,부산광역시 강서구,3139,2018.10.06 11:03 , 2018.10.06 16:39
2320,부산광역시 사하구,1610,2018.10.06 10:59 , 2018.10.06 14:38
2321,울산광역시 북구,1074,2018.10.06 10:58 , 2018.10.06 12:24
2322,울산광역시 북구,741,2018.10.06 10:57 , 2018.10.06 16:08
2323,울산광역시 북구,698,2018.10.06 10:54 , 2018.10.06 13:47
2324,울산광역시 남구,20,2018.10.06 10:54 , 2018.10.06 16:43
2325,부산광역시 부산진구,1323,2018.10.06 10:54 , 2018.10.06 13:26
2326,부산광역시 남구,1856,2018.10.06 10:53 , 2018.10.06 17:28
2327,부산광역시 부산진구,241,2018.10.06 10:48 , 2018.10.06 13:25
2328,울산광역시 북구,963,2018.10.06 10:44 , 2018.10.06 16:08
2329,부산광역시 부산진구,152,2018.10.06 10:43 , 2018.10.06 15:02
2330,부산광역시 금정구,198,2018.10.06 10:43 , 2018.10.06 12:14
2331,부산광역시 해운대구,231,2018.10.06 10:43 , 2018.10.06 10:52
2332,울산광역시 울주군,1330,2018.10.06 10:42 , 2018.10.06 14:52
2333,부산광역시 부산진구,229,2018.10.06 10:37 , 2018.10.06 13:24
2334,부산광역시 강서구,1036,2018.10.06 10:36 , 2018.10.06 15:55
2335,경상남도 김해시,701,2018.10.06 10:35 , 2018.10.06 17:53
2336,경상남도 양산시,22,2018.10.06 10:35 , 2018.10.06 17:17
2337,경상남도 거제시,2380,2018.10.06 10:33 , 2018.10.06 14:06
2338,부산광역시 북구,1409,2018.10.06 10:32 , 2018.10.06 16:20
2339,부산광역시 사하구,49,2018.10.06 10:31 , 2018.10.06 11:54
2340,부산광역시 기장군,924,2018.10.06 10:30 , 2018.10.06 13:33
2341, ,989,2018.10.06 10:27 , 2018.10.06 11:25
2342,경상남도 창원시 마산합포구,275,2018.10.06 10:24 , 2018.10.06 11:20
2343,부산광역시 중구,1961,2018.10.06 10:24 , 2018.10.06 16:43
2344,부산광역시 중구,1961,2018.10.06 10:24 , 2018.10.06 12:31
2345,경상남도 김해시,959,2018.10.06 10:23 , 2018.10.06 17:52
2346,부산광역시 영도구,1413,2018.10.06 10:21 , 2018.10.06 11:43
2347,부산광역시 강서구,26,2018.10.06 10:20 , 2018.10.06 15:50
2348,부산광역시 사하구,535,2018.10.06 10:20 , 2018.10.06 16:57
2349,부산광역시 사상구,1840,2018.10.06 10:18 , 2018.10.06 11:58
2350,경상남도 거제시,47,2018.10.06 10:17 , 2018.10.06 12:49
2351,부산광역시 해운대구,69,2018.10.06 10:14 , 2018.10.06 15:11
2352,경상남도 김해시,107,2018.10.06 10:10 , 2018.10.06 17:52
2353,경상남도 김해시,432,2018.10.06 10:09 , 2018.10.06 17:51
2354,울산광역시 울주군,25,2018.10.06 10:09 , 2018.10.06 15:22
2355,부산광역시 부산진구,1490,2018.10.06 10:08 , 2018.10.06 13:25
2356,부산광역시 영도구,133,2018.10.06 10:06 , 2018.10.06 11:48
2357,부산광역시 기장군,523,2018.10.06 10:04 , 2018.10.06 13:22
2358,전라북도 익산시,96,2018.10.06 10:02 , 2018.10.06 10:30
2359,경상남도 김해시,1820,2018.10.06 09:59 , 2018.10.06 13:22
2360,부산광역시 해운대구,948,2018.10.06 09:58 , 2018.10.06 13:13
2361,경상남도 김해시,1,2018.10.06 09:56 , 2018.10.06 13:16
2362,부산광역시 사상구,102,2018.10.06 09:53 , 2018.10.06 10:38
2363,경상남도 김해시,314,2018.10.06 09:52 , 2018.10.06 12:22
2364,부산광역시 사하구,84,2018.10.06 09:51 , 2018.10.06 11:20
2365,부산광역시 사상구,148,2018.10.06 09:51 , 2018.10.06 10:55
2366,부산광역시 남구,152,2018.10.06 09:43 , 2018.10.06 13:07
2367,부산광역시 북구,306,2018.10.06 09:26 , 2018.10.06 13:47
2368,부산광역시 동래구,740,2018.10.06 09:24 , 2018.10.06 14:05
2369,경상남도 김해시,29,2018.10.06 09:20 , 2018.10.06 12:39
2370,부산광역시 강서구,8,2018.10.06 09:15 , 2018.10.06 10:13
2371,경상남도 거제시,790,2018.10.06 08:59 , 2018.10.06 13:01
2372,경상남도 통영시,169,2018.10.06 08:52 , 2018.10.06 11:05
2373,경상남도 창원시 마산회원구,173,2018.10.06 08:39 , 2018.10.06 11:26
2374,경상남도 거제시,938,2018.10.06 08:35 , 2018.10.06 15:48
2375,경상북도 경주시,193,2018.10.06 08:16 , 2018.10.06 09:46
2376,경상북도 경주시,35,2018.10.06 08:16 , 2018.10.06 10:34
2377,경상남도 통영시,614,2018.10.06 08:11 , 2018.10.06 11:05
2378,경상남도 통영시,1370,2018.10.06 08:11 , 2018.10.06 18:00
2379,경상남도 통영시,1370,2018.10.06 08:11 , 2018.10.06 08:31
2380,경상남도 통영시,614,2018.10.06 08:11 , 2018.10.06 20:41
2381,경상북도 의성군,2160,2018.10.06 07:59 , 2018.10.06 13:35
2382,경상남도 김해시,165,2018.10.06 07:55 , 2018.10.06 11:15
2383,전라남도 함평군,563,2018.10.06 07:48 , 2018.10.06 08:23
2384,경상남도 거제시,800,2018.10.06 06:18 , 2018.10.06 09:45
2385,경상남도 거제시,250,2018.10.06 06:13 , 2018.10.06 09:46
2386,부산광역시 수영구,394,2018.10.06 06:12 , 2018.10.06 07:11
2387,경상남도 김해시,205,2018.10.06 05:36 , 2018.10.06 11:11
2388,경상남도 김해시,227,2018.10.06 05:25 , 2018.10.06 10:55
2389,경상북도 봉화군,752,2018.10.06 04:58 , 2018.10.06 06:26
2390,경상북도 봉화군,752,2018.10.06 04:58 , 2018.10.06 06:25
2391,전라남도 여수시,62,2018.10.06 03:33 , 2018.10.06 04:12
2392,전라남도 영광군,756,2018.10.06 03:29 , 2018.10.06 03:59
2393, ,644,2018.10.06 00:16 , 2018.10.06 01:18
2394, ,504,2018.10.06 00:16 , 2018.10.06 09:13
2395, ,644,2018.10.05 19:51 , 2018.10.06 09:05
2396, ,364,2018.10.05 19:51 , 2018.10.05 21:01
2397,부산광역시 영도구,281,2018.08.24 06:55 , 2018.08.24 07:47
2398,울산광역시 울주군,183,2018.08.24 06:21 , 2018.08.24 06:21
2399,경상남도 김해시,206,2018.08.24 04:53 , 2018.08.24 06:38
2400,부산광역시 동래구,1044,2018.08.24 03:33 , 2018.08.24 07:15
2401,경상남도 밀양시,289,2018.08.24 02:24 , 2018.08.24 04:04
2402,전라남도 구례군,639,2018.08.24 01:32 , 2018.08.24 02:02
2403,경상남도 통영시,164,2018.08.24 00:39 , 2018.08.24 13:08
2404,전라남도 장흥군,1035,2018.08.23 22:04 , 2018.08.24 10:08
2405, ,205,2018.08.23 20:50 , 2018.08.23 20:45
2406,서울특별시 영등포구,100,2018.08.23 20:37 , 2018.08.23 20:40
2407,전라남도 순천시,940,2018.08.23 20:34 , 2018.08.24 10:36
2408,전라남도 순천시,1297,2018.08.23 20:24 , 2018.08.23 22:38
2409,제주특별자치도 서귀포시,170,2018.08.23 18:50 , 2018.08.23 22:16
2410,전라남도 완도군,74,2018.08.23 18:36 , 2018.08.23 20:25
2411,전라남도 완도군,44,2018.08.23 18:36 , 2018.08.24 14:18
2412,전라남도 해남군,241,2018.08.23 17:50 , 2018.08.23 19:20
2413,전라남도 진도군,569,2018.08.23 17:41 , 2018.08.23 18:00
2414, ,143,2018.08.23 17:40 , 2018.08.23 21:50
2415,제주특별자치도 서귀포시,57,2018.08.23 17:37 , 2018.08.23 20:29
2416,전라남도 해남군,1977,2018.08.23 17:19 , 2018.08.23 21:25
2417,전라남도 진도군,456,2018.08.23 16:50 , 2018.08.24 10:24
2418,전라남도 완도군,792,2018.08.23 16:48 , 2018.08.23 17:53
2419,전라남도 보성군,11053,2018.08.23 16:31 , 2018.08.23 16:31
2420,전라남도 여수시,30,2018.08.23 16:24 , 2018.08.24 10:05
2421, ,328,2018.08.23 16:03 , 2018.08.23 17:50
2422,전라남도 보성군,2,2018.08.23 16:02 , 2018.08.23 16:57
2423,전라남도 보성군,2,2018.08.23 16:02 , 2018.08.23 16:55
2424,전라남도 해남군,850,2018.08.23 15:57 , 2018.08.23 16:33
2425,전라남도 완도군,530,2018.08.23 15:56 , 2018.08.23 18:22
2426, ,234,2018.08.23 15:40 , 2018.08.24 11:42
2427, ,121,2018.08.23 14:35 , 2018.08.23 22:42
2428,제주특별자치도 제주시,620,2018.08.23 14:15 , 2018.08.23 14:24
2429, ,124,2018.08.23 14:10 , 2018.08.23 23:05
2430,전라남도 진도군,220,2018.08.23 13:10 , 2018.08.23 18:52
2431, ,405,2018.08.23 12:41 , 2018.08.23 13:30
2432, ,40,2018.08.23 12:41 , 2018.08.24 11:42
2433,제주특별자치도 서귀포시,136,2018.08.23 12:19 , 2018.08.23 14:00
2434, ,395,2018.08.23 11:30 , 2018.08.23 22:39
2435,광주광역시 동구,507,2018.08.23 10:12 , 2018.08.23 11:57
2436,제주특별자치도 서귀포시,705,2018.08.23 10:00 , 2018.08.23 10:00
2437,제주특별자치도 제주시,401,2018.08.23 09:23 , 2018.08.24 11:34
2438, ,163,2018.08.23 09:00 , 2018.08.23 11:09
2439,제주특별자치도 제주시,383,2018.08.23 08:50 , 2018.08.24 11:24
2440,제주특별자치도 서귀포시,309,2018.08.23 08:38 , 2018.08.23 12:02
2441,제주특별자치도 서귀포시,625,2018.08.23 08:36 , 2018.08.23 10:00
2442,제주특별자치도 제주시,95,2018.08.23 08:28 , 2018.08.24 11:43
2443, ,71,2018.08.23 08:09 , 2018.08.23 20:20
2444, ,126,2018.08.23 07:55 , 2018.08.24 11:43
2445, ,98,2018.08.23 07:52 , 2018.08.23 09:09
2446, ,999,2018.08.23 07:38 , 2018.08.23 16:50
2447, ,292,2018.08.23 07:38 , 2018.08.23 10:16
2448, ,112,2018.08.23 07:11 , 2018.08.24 11:24
2449, ,108,2018.08.23 07:11 , 2018.08.23 22:35
2450,제주특별자치도 서귀포시,628,2018.08.23 06:54 , 2018.08.23 07:05
2451, ,130,2018.08.23 05:15 , 2018.08.24 11:45
2452,제주특별자치도 제주시,486,2018.08.23 05:12 , 2018.08.24 11:44
2453,제주특별자치도 서귀포시,991,2018.08.23 04:42 , 2018.08.23 09:59
2454,제주특별자치도 서귀포시,660,2018.08.23 04:42 , 2018.08.23 06:13
2455, ,1891,2018.08.23 04:40 , 2018.08.23 16:55
2456, ,751,2018.08.23 04:40 , 2018.08.23 04:40
2457, ,391,2018.08.23 04:40 , 2018.08.23 06:30
2458, ,76,2018.08.23 04:40 , 2018.08.23 04:40
2459, ,1891,2018.08.23 04:40 , 2018.08.23 22:52
2460, ,2063,2018.08.23 04:40 , 2018.08.23 16:30
2461,제주특별자치도 서귀포시,931,2018.08.23 04:08 , 2018.08.23 04:24
2462,제주특별자치도 서귀포시,1173,2018.08.23 04:08 , 2018.08.23 14:00
2463,제주특별자치도 서귀포시,220,2018.08.23 04:07 , 2018.08.23 15:08
2464,제주특별자치도 서귀포시,166,2018.08.23 04:07 , 2018.08.23 04:24
2465,제주특별자치도 서귀포시,217,2018.08.23 03:20 , 2018.08.23 10:36
2466,제주특별자치도 서귀포시,187,2018.08.23 03:20 , 2018.08.23 06:16
2467,제주특별자치도 서귀포시,387,2018.08.23 03:20 , 2018.08.23 20:10
2468,제주특별자치도 서귀포시,387,2018.08.23 03:20 , 2018.08.23 14:50
2469,제주특별자치도 서귀포시,200,2018.08.23 03:20 , 2018.08.23 18:46
2470, ,57,2018.08.23 02:19 , 2018.08.24 11:44
2471,제주특별자치도 서귀포시,106,2018.08.23 00:45 , 2018.08.23 00:45
2472, ,103,2018.08.23 00:29 , 2018.08.24 11:45
2473, ,203,2018.08.22 23:37 , 2018.08.23 07:38
2474,제주특별자치도 서귀포시,321,2018.08.22 21:30 , 2018.08.23 22:12
2475,제주특별자치도 서귀포시,215,2018.08.22 21:30 , 2018.08.22 22:12
2476,제주특별자치도 서귀포시,123,2018.08.22 21:30 , 2018.08.22 22:12
2477,제주특별자치도 서귀포시,2017,2018.08.22 21:30 , 2018.08.23 22:56
2478,제주특별자치도 서귀포시,1312,2018.08.22 21:30 , 2018.08.23 06:31
2479,제주특별자치도 서귀포시,455,2018.08.22 21:30 , 2018.08.23 03:13
2480, ,29,2018.08.22 20:59 , 2018.08.22 21:18
2481, ,29,2018.08.22 20:59 , 2018.08.22 23:50
2482, ,2844,2018.08.22 20:17 , 2018.08.22 23:19
2483, ,312,2018.08.22 20:17 , 2018.08.22 23:29
2484, ,312,2018.08.22 20:17 , 2018.08.22 20:31
2485, ,312,2018.08.22 20:17 , 2018.08.22 21:22
2486, ,32,2018.08.22 20:11 , 2018.08.22 20:38
2487, ,32,2018.08.22 20:11 , 2018.08.22 23:31
2488, ,2844,2018.08.22 20:11 , 2018.08.22 23:13
2489, ,32,2018.08.22 20:11 , 2018.08.22 23:30
2490, ,137,2018.08.22 18:43 , 2018.08.22 19:26
2491, ,910,2018.08.22 18:43 , 2018.08.22 20:00
2492, ,2844,2018.08.22 18:43 , 2018.08.22 20:33
2493, ,939,2018.08.22 18:43 , 2018.08.23 03:15
2494, ,1136,2018.08.22 18:43 , 2018.08.23 23:25
2495, ,1595,2018.08.22 18:43 , 2018.08.23 21:50
2496, ,137,2018.08.22 18:43 , 2018.08.22 20:50
2497, ,510,2018.08.22 18:43 , 2018.08.22 20:10
2498, ,939,2018.08.22 18:43 , 2018.08.22 19:55
2499,제주특별자치도 제주시,7381,2018.08.22 11:05 , 2018.08.22 11:09
2500,울산광역시 울주군,183,2018.07.03 20:15 , 2018.07.03 22:05
2501,부산광역시 북구,1629,2018.07.03 17:56 , 2018.07.03 20:24
2502,전라남도 광양시,1,2018.07.03 10:34 , 2018.07.03 11:10
2503,전라남도 광양시,1,2018.07.03 07:51 , 2018.07.03 08:10
2504,전라남도 광양시,1,2018.07.03 07:36 , 2018.07.03 08:00
2505,전라남도 구례군,249,2018.07.02 09:00 , 2018.07.02 09:32
2506,전라남도 구례군,1,2018.07.01 15:31 , 2018.07.01 16:23
2507,경기도 파주시,40,2017.07.23 07:21 , 2017.07.23 08:14
2508,서울특별시 영등포구,25104,2017.06.11 12:53 , 2017.06.11 13:15
2509,서울특별시 영등포구,36747,2017.06.11 12:53 , 2017.06.11 13:15
2510,서울특별시 영등포구,209,2017.06.11 12:53 , 2017.06.11 13:15
2511,서울특별시 금천구,5838,2017.06.11 12:53 , 2017.06.11 13:15
2512,경기도 광명시,221,2017.06.11 12:53 , 2017.06.11 16:35
2513,서울특별시 영등포구,232,2017.06.11 12:53 , 2017.06.11 13:15
2514,경기도 광명시,26395,2017.06.11 12:53 , 2017.06.11 13:15
2515,서울특별시 구로구,155,2017.06.11 12:53 , 2017.06.11 13:15
2516,서울특별시 금천구,78526,2017.06.11 12:53 , 2017.06.11 13:15
2517,서울특별시 금천구,423,2017.06.11 12:53 , 2017.06.11 13:15
2518,서울특별시 금천구,30,2017.06.11 12:53 , 2017.06.11 13:15
2519,서울특별시 구로구,16738,2017.06.11 11:53 , 2017.06.11 13:15
2520,충청북도 보은군,4768,2017.04.26 16:00 , 2017.04.26 16:35
2521,충청북도 옥천군,19931,2017.04.26 16:00 , 2017.04.26 16:40
2522,충청남도 공주시,2302,2017.04.25 14:05 , 2017.04.25 14:55
2523,전라남도 곡성군,5052,2017.04.25 09:10 , 2017.04.25 09:13
2524,충청북도 증평군,3453,2017.04.24 14:00 , 2017.04.24 15:04
2525,충청남도 서천군,1759,2017.03.15 11:00 , 2017.03.15 11:26
2526,전라북도 부안군,2085,2017.03.14 15:10 , 2017.03.14 16:20
2527,강원도 삼척시,4754,2017.03.09 09:35 , 2017.03.09 10:00
2528,강원도 화천군,4135,2017.02.28 13:01 , 2017.02.28 13:01
2529,강원도 화천군,4135,2017.02.28 11:10 , 2017.02.28 11:23
2530,경기도 용인시 기흥구,345,2017.02.10 09:17 , 2017.02.10 09:17
2531,경상북도 청도군,100,2017.02.07 16:40 , 2017.02.07 16:51
2532,경상남도 산청군,2262,2014.08.03 01:58 , 2014.08.03 06:00
2533,전라남도 보성군,585,2014.08.03 00:11 , 2014.08.03 00:59
2534,경상남도 창원시 의창구,248,2014.08.02 22:02 , 2014.08.02 22:02
2535,경상남도 남해군,1,2014.08.02 18:59 , 2014.08.02 18:59
2536,경상남도 남해군,1,2014.08.02 18:57 , 2014.08.02 18:57
2537,경상남도 남해군,1,2014.08.02 18:56 , 2014.08.02 18:56
2538,경상남도 남해군,10,2014.08.02 18:54 , 2014.08.02 19:07
2539,경상남도 남해군,1,2014.08.02 18:53 , 2014.08.02 18:53
2540,경상남도 남해군,1,2014.08.02 18:52 , 2014.08.02 18:52
2541,경상남도 남해군,2,2014.08.02 18:42 , 2014.08.02 18:46
2542,경상남도 남해군,1,2014.08.02 18:40 , 2014.08.02 18:40
2543,경상남도 남해군,1,2014.08.02 17:39 , 2014.08.02 17:39
2544,경상남도 남해군,1,2014.08.02 17:37 , 2014.08.02 17:37
2545,경상남도 남해군,1,2014.08.02 17:36 , 2014.08.02 17:36
2546,경상남도 남해군,1,2014.08.02 17:34 , 2014.08.02 17:34
2547,경상남도 남해군,1,2014.08.02 17:32 , 2014.08.02 17:40
2548,경상남도 남해군,10,2014.08.02 17:22 , 2014.08.02 17:44
2549,경상남도 남해군,11,2014.08.02 17:18 , 2014.08.02 17:18
2550, ,161,2014.08.02 17:05 , 2014.08.02 17:34
2551,경상남도 거창군,2543,2014.08.02 16:21 , 2014.08.02 17:03
2552,광주광역시 북구,30,2014.08.02 16:00 , 2014.08.02 16:12
2553,전라남도 고흥군,9985,2014.08.02 14:05 , 2014.08.02 14:05
2554,전라남도 화순군,460,2014.08.02 14:00 , 2014.08.02 15:41
2555,전라남도 영암군,860,2014.08.02 12:14 , 2014.08.02 12:56
2556,전라남도 완도군,51,2014.08.02 11:04 , 2014.08.02 12:39
2557,전라남도 완도군,1702,2014.08.02 10:42 , 2014.08.02 12:51
2558,전라남도 강진군,2400,2014.08.02 10:42 , 2014.08.02 12:50
2559, ,869,2014.08.02 09:00 , 2014.08.02 09:25
2560,전라남도 완도군,1414,2014.08.02 08:34 , 2014.08.02 09:46
2561, ,653,2014.08.02 07:10 , 2014.08.02 08:34
2562, ,127,2014.08.02 06:34 , 2014.08.02 08:12
2563,경기도 양평군,2743,2014.07.31 16:34 , 2014.07.31 17:43
2564,경기도 화성시,1467,2014.07.26 04:33 , 2014.07.26 06:03
2565,제주특별자치도 제주시,5386,2014.07.09 11:33 , 2014.07.09 12:46
2566,제주특별자치도 제주시,5386,2014.07.09 11:33 , 2014.07.09 12:46
2567, ,5188,2014.07.09 11:27 , 2014.07.09 12:13
