,공급능력(MW),현재수요(MW),공급예비력(MW),공급예비율(퍼센트),일시,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%)
75185,97566.0,67569.26667,29996.73333,44.434825,2019-07-30 23:00:00,서울,27.5,0.1,2.1,82.0
75186,97566.0,62934.25,34631.75,55.06823333,2019-07-31 00:00:00,서울,27.4,0.0,3.5,80.0
75187,97478.91667,60646.34167,36832.575,60.73638333,2019-07-31 01:00:00,서울,26.6,0.8,2.6,91.0
75188,96521.0,59700.025,36820.975,61.67780833,2019-07-31 02:00:00,서울,26.1,7.5,3.7,94.0
75189,96521.0,59498.11667,37022.88333,62.22609167,2019-07-31 03:00:00,서울,26.3,0.2,3.7,87.0
75190,96521.0,59571.01667,36949.98333,62.027825,2019-07-31 04:00:00,서울,26.2,0.0,2.7,93.0
75191,96521.0,60124.99167,36396.00833,60.53936667,2019-07-31 05:00:00,서울,26.3,0,3.1,88.0
75192,96527.16667,62403.975,34123.19167,54.70964167,2019-07-31 06:00:00,서울,26.5,0.0,3.4,85.0
75193,96595.0,65929.925,30665.075,46.533725,2019-07-31 07:00:00,서울,26.4,0.4,2.6,86.0
75194,96915.83333,70979.525,25936.3,36.64580833,2019-07-31 08:00:00,서울,24.7,18.1,4.4,95.0
75195,96782.5,75186.79167,21595.71667,28.73710833,2019-07-31 09:00:00,서울,25.1,11.9,3.2,96.0
75196,96776.25,76290.3,20485.95,26.85549167,2019-07-31 10:00:00,서울,24.0,15.5,1.6,97.0
75197,96795.0,76713.74167,20081.25833,26.17876667,2019-07-31 11:00:00,서울,24.3,1.4,1.8,96.0
75198,96795.0,74995.66667,21799.325,29.0687,2019-07-31 12:00:00,서울,25.0,0.1,0.3,94.0
75199,96795.0,76951.56667,19843.43333,25.79494167,2019-07-31 13:00:00,서울,25.6,0.3,1.0,93.0
75200,96795.0,77783.68333,19011.30833,24.442125,2019-07-31 14:00:00,서울,25.8,0.0,0.7,89.0
75201,96925.0,77672.75833,19252.25,24.78754167,2019-07-31 15:00:00,서울,25.9,0.1,0.8,93.0
75202,97185.0,78203.29167,18981.70833,24.27293333,2019-07-31 16:00:00,서울,26.5,0.4,2.9,93.0
75203,97185.0,78108.71667,19076.275,24.42485,2019-07-31 17:00:00,서울,25.6,2.1,1.5,95.0
75204,97217.66667,77013.9,20203.76667,26.23494167,2019-07-31 18:00:00,서울,26.0,0,0.8,94.0
75205,97283.0,76779.11667,20503.88333,26.7062,2019-07-31 19:00:00,서울,26.5,0,1.5,93.0
75206,97283.0,75665.06667,21617.925,28.57906667,2019-07-31 20:00:00,서울,26.5,0,2.6,86.0
75207,97349.66667,72828.45833,24521.20833,33.68945833,2019-07-31 21:00:00,서울,26.3,0.0,2.9,85.0
75208,97293.0,69143.46667,28149.54167,40.7453,2019-07-31 22:00:00,서울,26.0,0.3,2.0,93.0
75209,97083.0,66256.275,30826.725,46.57128333,2019-07-31 23:00:00,서울,25.3,3.1,1.8,95.0
75210,97633.91667,61680.675,35953.24167,58.34085,2019-08-01 00:00:00,서울,25.2,0.1,1.6,95.0
75211,97684.0,59377.94167,38306.05833,64.51449167,2019-08-01 01:00:00,서울,24.8,2.0,0.5,96.0
75212,97375.0,59332.09167,38042.90833,64.11984167,2019-08-01 02:00:00,서울,24.4,7.7,1.8,97.0
75213,97066.0,58956.83333,38109.16667,64.64043333,2019-08-01 03:00:00,서울,24.1,9.1,2.0,97.0
75214,97066.0,58931.00833,38134.99167,64.712525,2019-08-01 04:00:00,서울,23.8,4.9,0.6,96.0
75215,97066.0,59264.9,37801.1,63.785775,2019-08-01 05:00:00,서울,23.8,0.0,0.4,95.0
75216,97068.5,60394.65833,36673.84167,60.729575,2019-08-01 06:00:00,서울,24.0,0.0,0.4,96.0
75217,97081.0,62666.80833,34414.19167,54.948925,2019-08-01 07:00:00,서울,24.2,0,0.3,97.0
75218,97131.0,67979.225,29151.78333,42.95840833,2019-08-01 08:00:00,서울,24.9,0,0.9,96.0
75219,97526.33333,71267.90833,26258.425,36.85264167,2019-08-01 09:00:00,서울,23.8,2.5,4.2,94.0
75220,97599.0,72750.95,24848.05,34.16165833,2019-08-01 10:00:00,서울,25.1,0.7,1.2,83.0
75221,97599.0,73816.09167,23782.89167,32.22115833,2019-08-01 11:00:00,서울,27.1,0,1.8,70.0
75222,97599.0,73283.71667,24315.28333,33.18095,2019-08-01 12:00:00,서울,28.3,0,1.6,73.0
75223,97694.83333,75102.85833,22591.975,30.08936667,2019-08-01 13:00:00,서울,28.4,0.0,1.5,77.0
75224,97699.0,76181.16667,21517.83333,28.24636667,2019-08-01 14:00:00,서울,29.2,0.0,2.3,74.0
75225,97699.0,76325.56667,21373.43333,28.00540833,2019-08-01 15:00:00,서울,28.8,0.0,3.6,76.0
75226,97699.0,77579.53333,20119.475,25.93628333,2019-08-01 16:00:00,서울,29.6,0,3.3,72.0
75227,97699.0,77983.79167,19715.2,25.28163333,2019-08-01 17:00:00,서울,30.0,0,2.3,71.0
75228,97699.0,77316.81667,20382.18333,26.36333333,2019-08-01 18:00:00,서울,28.9,0,2.3,77.0
75229,97699.0,77080.13333,20618.875,26.75035833,2019-08-01 19:00:00,서울,28.2,0,2.3,80.0
75230,97699.0,76032.3,21666.69167,28.50916667,2019-08-01 20:00:00,서울,27.5,0,2.2,84.0
75231,97699.0,73045.71667,24653.28333,33.77325,2019-08-01 21:00:00,서울,26.9,0,1.7,86.0
75232,97699.0,69238.825,28460.175,41.139025,2019-08-01 22:00:00,서울,26.6,0,1.4,87.0
75233,97699.0,66377.3,31321.70833,47.23179167,2019-08-01 23:00:00,서울,26.3,0,0.5,90.0
75234,97711.83333,61855.8,35856.03333,58.02388333,2019-08-02 00:00:00,서울,25.9,0,1.2,92.0
75235,97713.0,59132.3,38580.7,65.2508,2019-08-02 01:00:00,서울,25.8,0,1.1,93.0
75236,97528.0,58687.85833,38840.14167,66.18135833,2019-08-02 02:00:00,서울,25.4,0,0.1,94.0
75237,96973.0,58737.80833,38235.19167,65.09578333,2019-08-02 03:00:00,서울,25.1,0,0.5,95.0
75238,96973.0,58606.775,38366.225,65.46516667,2019-08-02 04:00:00,서울,24.8,0,0.8,96.0
75239,96973.0,59132.825,37840.175,63.99980833,2019-08-02 05:00:00,서울,24.7,0,0.4,95.0
75240,96973.0,60743.84167,36229.15833,59.66474167,2019-08-02 06:00:00,서울,24.7,0,0.0,93.0
75241,97010.33333,63928.41667,33081.91667,51.767225,2019-08-02 07:00:00,서울,25.2,0,0.3,86.0
75242,97029.0,67690.875,29338.125,43.41635,2019-08-02 08:00:00,서울,25.6,0,0.5,84.0
75243,97029.0,71405.15833,25623.84167,35.90475,2019-08-02 09:00:00,서울,26.0,0,0.9,81.0
75244,97174.83333,73503.29167,23671.55,32.21138333,2019-08-02 10:00:00,서울,28.2,0,1.0,64.0
75245,97279.0,74367.7,22911.29167,30.80944167,2019-08-02 11:00:00,서울,29.2,0,1.2,61.0
75246,97370.66667,73590.55833,23780.10833,32.315,2019-08-02 12:00:00,서울,30.1,0,0.5,60.0
75247,97379.0,75394.06667,21984.93333,29.16851667,2019-08-02 13:00:00,서울,31.6,0,2.1,53.0
75248,97519.0,76213.41667,21305.58333,27.95550833,2019-08-02 14:00:00,서울,32.0,0,2.0,52.0
75249,97519.0,76415.8,21103.2,27.618125,2019-08-02 15:00:00,서울,32.4,0,1.2,51.0
75250,97519.0,77524.19167,19994.80833,25.79518333,2019-08-02 16:00:00,서울,32.7,0,2.0,52.0
75251,97519.0,77974.79167,19544.20833,25.065375,2019-08-02 17:00:00,서울,32.9,0,2.6,54.0
75252,97519.0,76921.675,20597.31667,26.77778333,2019-08-02 18:00:00,서울,32.4,0,2.8,62.0
75253,97519.0,76713.625,20805.38333,27.12165,2019-08-02 19:00:00,서울,31.2,0,2.0,69.0
75254,97519.0,75932.15,21586.85,28.440875,2019-08-02 20:00:00,서울,29.7,0,2.7,76.0
75255,97519.0,73037.275,24481.725,33.53835833,2019-08-02 21:00:00,서울,29.1,0,1.3,75.0
75256,97402.33333,69323.31667,28079.01667,40.52626667,2019-08-02 22:00:00,서울,28.4,0,2.2,77.0
75257,96819.0,66540.14167,30278.85833,45.54785,2019-08-02 23:00:00,서울,27.9,0,0.8,79.0
75258,96819.0,62170.4,34648.6,55.783275,2019-08-03 00:00:00,서울,27.6,0,0.9,80.0
75259,96819.0,58936.64167,37882.35833,64.30179167,2019-08-03 01:00:00,서울,27.2,0,0.8,81.0
75260,94750.66667,57237.325,37513.34167,65.53930833,2019-08-03 02:00:00,서울,26.7,0,1.1,84.0
75261,94337.0,57028.30833,37308.69167,65.421975,2019-08-03 03:00:00,서울,26.4,0,0.4,84.0
75262,94360.91667,56906.9,37454.01667,65.81761667,2019-08-03 04:00:00,서울,26.1,0,0.5,85.0
75263,94378.0,56731.475,37646.525,66.36235,2019-08-03 05:00:00,서울,25.9,0,0.6,88.0
75264,94378.0,57633.10833,36744.89167,63.76475,2019-08-03 06:00:00,서울,25.6,0,0.8,90.0
75265,94378.0,59500.10833,34877.89167,58.628775,2019-08-03 07:00:00,서울,26.2,0,1.0,81.0
75266,94378.0,61964.35,32413.65,52.32833333,2019-08-03 08:00:00,서울,28.0,0,1.0,73.0
75267,93960.0,63781.88333,30178.11667,47.32306667,2019-08-03 09:00:00,서울,29.7,0,1.0,65.0
75268,94022.5,66390.825,27631.675,41.63824167,2019-08-03 10:00:00,서울,31.4,0,1.1,60.0
75269,94235.0,68177.275,26057.725,38.22549167,2019-08-03 11:00:00,서울,32.8,0,1.9,52.0
75270,94260.0,68681.48333,25578.525,37.24424167,2019-08-03 12:00:00,서울,34.1,0,1.7,48.0
75271,94260.0,69535.55,24724.45,35.55825833,2019-08-03 13:00:00,서울,34.8,0,2.0,46.0
75272,94260.0,70073.475,24186.53333,34.51680833,2019-08-03 14:00:00,서울,35.5,0,1.9,46.0
75273,94176.0,70383.96667,23792.025,33.80403333,2019-08-03 15:00:00,서울,35.1,0,1.9,50.0
75274,94116.0,70503.075,23612.91667,33.49233333,2019-08-03 16:00:00,서울,31.2,2.9,2.8,83.0
75275,94116.0,70142.3,23973.7,34.1796,2019-08-03 17:00:00,서울,30.2,0.1,1.3,81.0
75276,94116.0,69658.05833,24457.94167,35.11266667,2019-08-03 18:00:00,서울,29.9,0,2.5,68.0
75277,94916.0,69660.75833,25255.24167,36.256725,2019-08-03 19:00:00,서울,29.9,0,3.5,62.0
75278,94916.0,69505.4,25410.60833,36.56670833,2019-08-03 20:00:00,서울,28.8,0.0,1.6,68.0
75279,94916.0,67311.375,27604.625,41.02474167,2019-08-03 21:00:00,서울,28.1,0,0.2,69.0
75280,95068.83333,64656.675,30412.15833,47.061275,2019-08-03 22:00:00,서울,27.5,0,1.1,75.0
75281,95178.0,62374.6,32803.4,52.63196667,2019-08-03 23:00:00,서울,27.0,0,1.1,76.0
75282,95178.0,58571.63333,36606.36667,62.560725,2019-08-04 00:00:00,서울,26.4,0,1.1,78.0
75283,95148.08333,56002.45,39145.63333,69.91314167,2019-08-04 01:00:00,서울,26.1,0,0.6,79.0
75284,94819.0,55142.46667,39676.53333,71.95718333,2019-08-04 02:00:00,서울,25.8,0,0.5,80.0
75285,94819.0,54812.33333,40006.66667,72.99006667,2019-08-04 03:00:00,서울,25.6,0,0.4,81.0
75286,94819.0,54804.325,40014.675,73.0151,2019-08-04 04:00:00,서울,25.4,0,0.9,84.0
75287,94834.75,54735.80833,40098.94167,73.262425,2019-08-04 05:00:00,서울,25.2,0,0.8,85.0
75288,94840.0,55565.91667,39274.08333,70.68588333,2019-08-04 06:00:00,서울,25.0,0,0.8,86.0
75289,94840.0,56136.625,38703.375,68.94848333,2019-08-04 07:00:00,서울,25.5,0,0.8,78.0
75290,93938.91667,56989.65,36949.26667,64.84315,2019-08-04 08:00:00,서울,27.1,0,1.2,70.0
75291,93546.16667,59323.34167,34222.825,57.71674167,2019-08-04 09:00:00,서울,29.0,0,0.9,63.0
75292,93066.0,62467.625,30598.36667,49.00444167,2019-08-04 10:00:00,서울,30.6,0,1.7,58.0
75293,93057.0,64085.725,28971.275,45.21241667,2019-08-04 11:00:00,서울,31.9,0,1.5,56.0
75294,93190.33333,65366.66667,27823.66667,42.57135,2019-08-04 12:00:00,서울,32.2,0,1.4,61.0
75295,93397.0,66491.38333,26905.61667,40.46616667,2019-08-04 13:00:00,서울,33.2,0,2.2,55.0
75296,93817.0,66820.08333,26996.91667,40.40309167,2019-08-04 14:00:00,서울,33.1,0,1.5,51.0
75297,94116.25,67331.925,26784.325,39.78325,2019-08-04 15:00:00,서울,33.9,0,2.7,53.0
75298,94053.5,68685.28333,25368.21667,36.939175,2019-08-04 16:00:00,서울,33.2,0,2.7,56.0
75299,93974.33333,69673.71667,24300.60833,34.87963333,2019-08-04 17:00:00,서울,31.9,0.9,1.7,70.0
75300,93991.0,70190.69167,23800.30833,33.9087,2019-08-04 18:00:00,서울,26.8,7.7,2.6,86.0
75301,93991.0,70662.04167,23328.95833,33.01743333,2019-08-04 19:00:00,서울,27.0,0.0,0.5,85.0
75302,94283.25,70958.40833,23324.84167,32.88260833,2019-08-04 20:00:00,서울,27.3,0,0.7,87.0
75303,95160.0,68790.7,26369.3,38.34955833,2019-08-04 21:00:00,서울,27.1,0,0.3,87.0
75304,95160.0,65745.9,29414.1,44.76765833,2019-08-04 22:00:00,서울,26.9,0,0.6,86.0
75305,95160.0,62315.35833,32844.64167,52.76350833,2019-08-04 23:00:00,서울,26.8,0,1.0,87.0
75306,95160.0,58185.475,36974.525,63.60285,2019-08-05 00:00:00,서울,26.6,0,0.8,90.0
75307,95160.0,55406.01667,39753.98333,71.76535,2019-08-05 01:00:00,서울,26.6,0,0.8,89.0
75308,95160.0,54969.23333,40190.76667,73.12040833,2019-08-05 02:00:00,서울,26.4,0,0.4,91.0
75309,95932.91667,54890.3,41042.61667,74.782825,2019-08-05 03:00:00,서울,26.1,0,0.3,94.0
75310,96485.0,54754.40833,41730.59167,76.21514167,2019-08-05 04:00:00,서울,25.9,0,0.4,94.0
75311,96485.0,56200.4,40284.6,71.71186667,2019-08-05 05:00:00,서울,25.7,0,0.6,95.0
75312,96213.66667,59700.375,36513.29167,61.21996667,2019-08-05 06:00:00,서울,25.6,0,0.5,96.0
75313,96078.0,64115.88333,31962.11667,49.89425,2019-08-05 07:00:00,서울,26.0,0,0.7,88.0
75314,96078.0,68702.60833,27375.39167,39.98431667,2019-08-05 08:00:00,서울,27.4,0,0.8,76.0
75315,96864.66667,73885.13333,22979.53333,31.12490833,2019-08-05 09:00:00,서울,29.4,0,1.1,69.0
75316,97022.0,76913.18333,20108.81667,26.1555,2019-08-05 10:00:00,서울,30.9,0,1.5,61.0
75317,96334.5,78883.83333,17450.66667,22.12523333,2019-08-05 11:00:00,서울,32.4,0,1.4,57.0
75318,96543.33333,78153.70833,18389.63333,23.53185,2019-08-05 12:00:00,서울,32.3,0,1.4,54.0
75319,96772.0,80396.24167,16375.75833,20.37600833,2019-08-05 13:00:00,서울,33.4,0,0.9,44.0
75320,97022.0,81457.3,15564.7,19.108125,2019-08-05 14:00:00,서울,35.1,0,1.5,44.0
75321,97022.0,81737.40833,15284.59167,18.70111667,2019-08-05 15:00:00,서울,35.3,0,1.3,43.0
75322,97022.0,82919.925,14102.075,17.00864167,2019-08-05 16:00:00,서울,35.5,0,2.4,46.0
75323,97187.83333,82872.19167,14315.64167,17.27770833,2019-08-05 17:00:00,서울,35.2,0,2.3,49.0
75324,97429.0,80869.11667,16559.88333,20.47965,2019-08-05 18:00:00,서울,34.2,0,2.3,51.0
75325,97316.5,80334.75833,16981.74167,21.13896667,2019-08-05 19:00:00,서울,32.8,0,2.3,54.0
75326,97274.41667,78678.81667,18595.60833,23.65221667,2019-08-05 20:00:00,서울,31.9,0,1.9,54.0
75327,97274.0,75224.66667,22049.33333,29.33873333,2019-08-05 21:00:00,서울,31.4,0,0.6,58.0
75328,96884.0,70931.03333,25952.96667,36.62908333,2019-08-05 22:00:00,서울,31.0,0,0.5,60.0
75329,96754.0,67686.03333,29067.96667,42.98765,2019-08-05 23:00:00,서울,30.4,0,0.6,57.0
75330,96754.0,63116.175,33637.825,53.34265,2019-08-06 00:00:00,서울,29.9,0,0.4,59.0
75331,96677.75,60837.63333,35840.11667,58.91385833,2019-08-06 01:00:00,서울,29.4,0,1.0,60.0
75332,96449.0,60100.58333,36348.41667,60.48284167,2019-08-06 02:00:00,서울,29.1,0,1.1,66.0
75333,96449.0,59282.33333,37166.66667,62.69698333,2019-08-06 03:00:00,서울,28.9,0,1.3,68.0
75334,96449.0,59039.625,37409.375,63.36429167,2019-08-06 04:00:00,서울,28.7,0,1.1,70.0
75335,96641.91667,59500.63333,37141.28333,62.42380833,2019-08-06 05:00:00,서울,28.2,0,0.8,71.0
75336,96912.0,62487.93333,34424.06667,55.12885833,2019-08-06 06:00:00,서울,27.9,0,0.9,71.0
75337,96912.0,66394.19167,30517.80833,45.99303333,2019-08-06 07:00:00,서울,28.5,0,1.4,67.0
75338,96948.0,71194.03333,25753.96667,36.28118333,2019-08-06 08:00:00,서울,29.3,0,1.2,61.0
75339,97635.5,76248.41667,21387.075,28.07285,2019-08-06 09:00:00,서울,30.8,0,1.5,55.0
75340,97602.41667,78825.675,18776.73333,23.828475,2019-08-06 10:00:00,서울,32.3,0,1.8,47.0
75341,97597.0,80055.325,17541.675,21.914125,2019-08-06 11:00:00,서울,33.5,0,2.0,45.0
75342,97597.0,78687.03333,18909.95833,24.03283333,2019-08-06 12:00:00,서울,34.4,0,1.8,41.0
75343,97597.0,81079.2,16517.8,20.38596667,2019-08-06 13:00:00,서울,35.2,0,1.3,37.0
75344,97597.0,82386.51667,15210.48333,18.46265833,2019-08-06 14:00:00,서울,36.1,0,1.5,38.0
75345,97597.0,82296.43333,15300.56667,18.59225833,2019-08-06 15:00:00,서울,36.6,0,1.7,32.0
75346,97597.0,82580.175,15016.81667,18.184775,2019-08-06 16:00:00,서울,36.7,0,1.4,35.0
75347,97597.0,81935.525,15661.46667,19.118425,2019-08-06 17:00:00,서울,35.7,0,2.2,36.0
75348,97567.83333,79719.81667,17848.01667,22.39003333,2019-08-06 18:00:00,서울,34.8,0,2.1,43.0
75349,97247.0,78964.68333,18282.31667,23.15294167,2019-08-06 19:00:00,서울,33.4,0,2.5,47.0
75350,96897.0,77188.00833,19708.99167,25.55085,2019-08-06 20:00:00,서울,31.7,0,1.9,50.0
75351,96897.0,73724.85,23172.15,31.45555833,2019-08-06 21:00:00,서울,30.6,0,2.4,50.0
75352,96897.0,69610.76667,27286.23333,39.23998333,2019-08-06 22:00:00,서울,30.1,0,2.4,49.0
75353,96897.0,66821.20833,30075.79167,45.05060833,2019-08-06 23:00:00,서울,29.5,0,1.6,51.0
75354,96897.0,62599.4,34297.6,54.82223333,2019-08-07 00:00:00,서울,29.1,0,1.0,51.0
75355,96897.0,60369.25833,36527.74167,60.516125,2019-08-07 01:00:00,서울,28.7,0,1.4,52.0
75356,96897.0,59043.61667,37853.38333,64.11270833,2019-08-07 02:00:00,서울,28.4,0.0,1.0,55.0
75357,96897.0,58311.775,38585.225,66.18075,2019-08-07 03:00:00,서울,27.9,0.1,0.5,63.0
75358,96897.0,57977.04167,38919.95833,67.1308,2019-08-07 04:00:00,서울,26.6,0.6,0.6,77.0
75359,96897.0,58533.4,38363.6,65.54346667,2019-08-07 05:00:00,서울,25.5,1.2,1.3,85.0
75360,97161.5,60647.70833,36513.79167,60.22660833,2019-08-07 06:00:00,서울,25.2,1.3,0.3,89.0
75361,97426.0,64337.93333,33088.06667,51.46293333,2019-08-07 07:00:00,서울,24.5,1.4,2.5,94.0
75362,97651.0,69554.2,28096.8,40.50388333,2019-08-07 08:00:00,서울,23.9,2.1,2.6,95.0
75363,97726.0,74077.825,23648.175,31.94325833,2019-08-07 09:00:00,서울,24.3,0.7,1.5,94.0
75364,97726.0,76127.7,21598.3,28.37838333,2019-08-07 10:00:00,서울,24.6,0.2,1.2,93.0
75365,97726.0,76975.75,20750.25,26.95840833,2019-08-07 11:00:00,서울,24.9,0.4,2.2,94.0
75366,98026.0,75679.525,22346.475,29.52840833,2019-08-07 12:00:00,서울,25.2,0.0,1.5,87.0
75367,98026.0,78073.075,19952.925,25.57044167,2019-08-07 13:00:00,서울,25.8,0.0,1.1,82.0
75368,98026.0,79454.775,18571.225,23.374025,2019-08-07 14:00:00,서울,26.7,0,0.7,77.0
75369,98026.0,79758.925,18267.075,22.9057,2019-08-07 15:00:00,서울,27.8,0,0.9,74.0
75370,98026.0,81105.44167,16920.55833,20.86404167,2019-08-07 16:00:00,서울,29.1,0,1.3,67.0
75371,98026.0,80753.68333,17272.31667,21.39248333,2019-08-07 17:00:00,서울,29.7,0,1.4,66.0
75372,97938.5,78957.26667,18981.23333,24.041775,2019-08-07 18:00:00,서울,30.2,0,0.9,64.0
75373,96979.58333,78599.45833,18380.125,23.38450833,2019-08-07 19:00:00,서울,29.4,0,1.1,71.0
75374,96629.0,77026.13333,19602.86667,25.46439167,2019-08-07 20:00:00,서울,28.4,0,0.9,72.0
75375,96629.0,73544.21667,23084.78333,31.41175,2019-08-07 21:00:00,서울,27.7,0,0.5,74.0
75376,96674.83333,69849.58333,26825.25,38.43471667,2019-08-07 22:00:00,서울,27.2,0,1.0,75.0
75377,96679.0,67167.375,29511.61667,43.97745,2019-08-07 23:00:00,서울,26.8,0,0.8,75.0
75378,96679.0,63018.25,33660.75,53.444475,2019-08-08 00:00:00,서울,27.1,0,1.2,80.0
75379,96679.0,60299.05833,36379.94167,60.34640833,2019-08-08 01:00:00,서울,27.1,0,1.2,80.0
75380,96679.0,59232.95,37446.05,63.22418333,2019-08-08 02:00:00,서울,27.1,0,0.7,82.0
75381,96679.0,58911.58333,37767.41667,64.10945,2019-08-08 03:00:00,서울,26.8,0,0.7,83.0
75382,96679.0,58843.54167,37835.45833,64.299575,2019-08-08 04:00:00,서울,26.4,0,0.7,85.0
75383,96679.0,59666.34167,37012.65833,62.036125,2019-08-08 05:00:00,서울,26.1,0,0.6,86.0
75384,96679.0,62426.05833,34252.94167,54.909875,2019-08-08 06:00:00,서울,26.0,0,0.8,89.0
75385,96751.0,66498.26667,30252.73333,45.54881667,2019-08-08 07:00:00,서울,26.0,0,0.7,87.0
75386,97242.0,72579.66667,24662.33333,34.116125,2019-08-08 08:00:00,서울,26.4,0,0.6,83.0
75387,97291.5,77831.1,19460.4,25.02818333,2019-08-08 09:00:00,서울,27.6,0,1.5,72.0
75388,97365.0,80588.11667,16776.88333,20.83034167,2019-08-08 10:00:00,서울,29.1,0,1.1,67.0
75389,97267.0,82240.875,15026.14167,18.27434167,2019-08-08 11:00:00,서울,31.0,0,2.4,57.0
75390,97218.0,80603.33333,16614.66667,20.613425,2019-08-08 12:00:00,서울,31.6,0,1.9,56.0
75391,97218.0,83281.925,13936.075,16.7499,2019-08-08 13:00:00,서울,31.4,0.0,2.8,61.0
75392,97218.0,84605.26667,12612.73333,14.90783333,2019-08-08 14:00:00,서울,32.3,0,3.0,56.0
75393,97218.0,84072.11667,13145.89167,15.63693333,2019-08-08 15:00:00,서울,32.5,0,2.5,56.0
75394,97218.0,84101.91667,13116.09167,15.5956,2019-08-08 16:00:00,서울,31.9,0,2.4,59.0
75395,97218.0,83134.15833,14083.84167,16.94801667,2019-08-08 17:00:00,서울,30.9,0,2.5,65.0
75396,96981.33333,80710.425,16270.9,20.16073333,2019-08-08 18:00:00,서울,30.1,0,2.5,65.0
75397,96658.0,80061.56667,16596.43333,20.73030833,2019-08-08 19:00:00,서울,29.9,0,2.6,67.0
75398,96808.0,78032.44167,18775.55833,24.080075,2019-08-08 20:00:00,서울,29.2,0,1.0,71.0
75399,96808.0,74475.98333,22332.01667,30.00874167,2019-08-08 21:00:00,서울,28.7,0,1.9,72.0
75400,96727.0,70662.675,26064.325,36.92163333,2019-08-08 22:00:00,서울,28.4,0,1.2,74.0
75401,96400.0,67694.81667,28705.18333,42.45023333,2019-08-08 23:00:00,서울,28.0,0,1.1,76.0
75402,96827.16667,63298.58333,33528.58333,53.014175,2019-08-09 00:00:00,서울,27.7,0,0.7,78.0
75403,96866.0,60574.125,36291.875,59.92138333,2019-08-09 01:00:00,서울,27.4,0,0.6,79.0
75404,96866.0,60241.50833,36624.49167,60.79751667,2019-08-09 02:00:00,서울,27.1,0,0.6,81.0
75405,96866.0,60053.88333,36812.11667,61.29969167,2019-08-09 03:00:00,서울,26.7,0,1.3,83.0
75406,96866.0,60059.45,36806.55,61.286125,2019-08-09 04:00:00,서울,26.4,0,0.1,83.0
75407,96866.0,60918.01667,35947.98333,59.01549167,2019-08-09 05:00:00,서울,26.3,0,0.7,84.0
75408,96866.0,63053.44167,33812.55833,53.64881667,2019-08-09 06:00:00,서울,26.1,0,0.6,85.0
75409,96891.83333,66626.725,30265.10833,45.46069167,2019-08-09 07:00:00,서울,26.2,0,1.5,81.0
75410,97176.0,72910.775,24265.225,33.42618333,2019-08-09 08:00:00,서울,27.6,0,1.5,70.0
75411,97426.0,78083.75833,19342.24167,24.789175,2019-08-09 09:00:00,서울,28.9,0,0.6,70.0
75412,97218.0,80668.25,16549.74167,20.52825,2019-08-09 10:00:00,서울,30.0,0,0.8,61.0
75413,97035.0,82211.8,14823.20833,18.03323333,2019-08-09 11:00:00,서울,31.3,0,0.4,60.0
75414,96852.0,80664.525,16187.475,20.068525,2019-08-09 12:00:00,서울,32.7,0,2.4,56.0
75415,97128.66667,83345.75833,13782.90833,16.55028333,2019-08-09 13:00:00,서울,33.4,0,1.4,54.0
75416,97267.0,84655.96667,12611.03333,14.896975,2019-08-09 14:00:00,서울,33.1,0,2.3,54.0
75417,97267.0,84919.475,12347.525,14.54115,2019-08-09 15:00:00,서울,33.4,0,3.0,54.0
75418,97267.0,85487.50833,11779.49167,13.78039167,2019-08-09 16:00:00,서울,34.3,0,2.2,52.0
75419,97267.0,84753.46667,12513.53333,14.76881667,2019-08-09 17:00:00,서울,34.5,0,1.0,53.0
75420,97132.16667,82218.0,14914.16667,18.14123333,2019-08-09 18:00:00,서울,33.0,0,2.2,58.0
75421,96458.0,81387.76667,15070.23333,18.51711667,2019-08-09 19:00:00,서울,31.8,0,2.1,61.0
75422,96458.0,79899.075,16558.925,20.73825,2019-08-09 20:00:00,서울,30.3,0,2.2,66.0
75423,96458.0,76278.78333,20179.21667,26.47321667,2019-08-09 21:00:00,서울,29.6,0,1.3,69.0
75424,96334.25,72323.81667,24010.43333,33.22449167,2019-08-09 22:00:00,서울,29.1,0,1.5,75.0
75425,96168.0,69383.725,26784.275,38.6349,2019-08-09 23:00:00,서울,28.6,0,0.4,77.0
75426,95993.0,64901.81667,31091.18333,47.94796667,2019-08-10 00:00:00,서울,28.1,0,0.9,77.0
75427,95993.0,61712.40833,34280.59167,55.57073333,2019-08-10 01:00:00,서울,27.8,0,0.9,78.0
75428,94667.0,60242.20833,34424.79167,57.13980833,2019-08-10 02:00:00,서울,27.5,0,0.7,79.0
75429,93341.0,60129.1,33211.9,55.235375,2019-08-10 03:00:00,서울,27.1,0,0.9,81.0
75430,93341.0,59785.74167,33555.25833,56.12625833,2019-08-10 04:00:00,서울,26.9,0,0.8,81.0
75431,93341.0,60159.31667,33181.68333,55.157525,2019-08-10 05:00:00,서울,26.9,0,1.0,80.0
75432,93311.0,60870.575,32440.425,53.299125,2019-08-10 06:00:00,서울,26.6,0,1.0,82.0
75433,93311.0,62192.41667,31118.58333,50.03948333,2019-08-10 07:00:00,서울,27.1,0,1.0,77.0
75434,92865.0,65545.175,27319.825,41.74973333,2019-08-10 08:00:00,서울,28.8,0,1.4,69.0
75435,91973.0,69317.3,22655.7,32.71825,2019-08-10 09:00:00,서울,30.3,0,1.4,66.0
