,year,month,day,기온(°C),풍속(m/s),습도(%)
3653,2021,1,1,-1.325358851674641,1.9887081339712918,62.44688995215311
3654,2021,1,2,-0.6463157894736842,2.8062200956937797,47.18468899521531
3655,2021,1,3,-1.1522488038277512,2.3461244019138756,43.1377990430622
3656,2021,1,4,0.4366507177033493,1.4725358851674641,50.1578947368421
3657,2021,1,5,-0.15043062200956936,3.446602870813397,47.130143540669856
3658,2021,1,6,-3.4977033492822964,2.3904306220095695,47.79138755980861
3659,2021,1,7,-9.54373205741627,4.44784276126558,46.95980861244019
3660,2021,1,8,-9.922488038277512,3.0680382775119615,46.71578947368421
3661,2021,1,9,-7.5881339712918665,2.901818181818182,48.6755980861244
3662,2021,1,10,-4.251196172248804,1.9970334928229665,53.38851674641148
