,year,month,day,현재수요(MW),공급능력(MW),공급예비율(퍼센트)
0,2012,6,1,55679.16656565657,64806.073547979795,16.949693948232323
1,2012,6,2,52084.5378125,62603.895833333336,20.548948488636363
2,2012,6,3,47742.09876893939,62767.71527777778,31.731890034722223
3,2012,6,4,54834.233888888884,66320.59722222222,23.04101931597222
4,2012,6,5,57325.549722222226,67101.75,17.93432888194444
5,2012,6,6,54536.875486111116,66696.6875,22.791708506944445
6,2012,6,7,56898.37447916667,66773.94444444445,18.819561003472224
7,2012,6,8,57308.848125,67294.90625,18.160896802083332
8,2012,6,9,53113.76128472222,64471.819444444445,21.80673052083333
9,2012,6,10,48479.006597222215,64795.256944444445,34.03489826388889
10,2012,6,11,55675.88416666666,67784.41319444445,24.1057419375
11,2012,6,12,57936.43840277778,68421.58333333333,19.190170319444444
12,2012,6,13,57721.42899305556,68591.09375,19.801295965277777
13,2012,6,14,57899.14010416667,69074.54861111111,20.564019760416667
14,2012,6,15,57585.75864583333,69131.88194444445,21.065563618055556
15,2012,6,16,53775.059375000004,66912.22222222222,24.896213020833333
16,2012,6,17,49064.689791666664,66746.17361111111,36.45559517361111
17,2012,6,18,56745.81590277778,69372.46527777778,24.864725159722223
18,2012,6,19,58981.870729166665,70647.12152777778,21.113923836805558
19,2012,6,20,58933.60065972222,71891.70833333333,23.246785586805554
20,2012,6,21,59237.73445707071,71915.17013888889,22.836041513888887
21,2012,6,22,58712.83621527778,71742.95138888889,23.539674277777777
22,2012,6,23,54702.80090277778,70686.28125,29.91397392361111
23,2012,6,24,50347.157465277785,69024.9375,37.40012965277778
24,2012,6,25,57311.85774305556,71519.49305555555,27.24426676736111
25,2012,6,26,57836.802812500006,72099.94097222222,26.086219749999998
26,2012,6,27,57810.69114583333,71970.79513888889,25.888455006944444
27,2012,6,28,58469.51829861111,72135.41666666667,24.747563125
28,2012,6,29,58926.71020833333,71618.55555555555,22.951659843749997
29,2012,6,30,53818.96493055555,68706.20833333333,28.148637152777777
30,2012,7,1,48656.8553125,69362.34027777778,42.908859756944445
31,2012,7,2,56539.37295138889,71435.96527777778,28.995937472222224
32,2012,7,3,58701.212326388886,71648.1875,23.542421263888887
33,2012,7,4,59397.736979166664,72201.04513888889,22.999094559027778
34,2012,7,5,59392.18576388888,72442.44444444445,23.283418694444446
35,2012,7,6,58823.458333333336,72411.63194444445,24.160138041666666
36,2012,7,7,53548.14711805555,72119.16666666667,35.149279444444446
37,2012,7,8,49576.67440972222,71976.75,45.73944059027778
38,2012,7,9,58202.41652777777,72943.93402777778,28.71405845833333
39,2012,7,10,60101.146145833336,73822.24305555555,24.170753493055557
40,2012,7,11,59987.247569444444,74766.47569444445,25.995222416666664
41,2012,7,12,59933.528645833336,74457.29166666667,25.824890506944445
42,2012,7,13,60630.72170138889,74512.02083333333,24.370829628472222
43,2012,7,14,55125.79722222222,74541.86111111111,35.658358506944445
44,2012,7,15,50157.211423611116,74645.47222222222,49.0717040625
45,2012,7,16,56642.55298611111,74717.95833333333,34.354932291666664
46,2012,7,17,58999.18232638889,74590.97569444445,27.901814375
47,2012,7,18,60496.57607638889,74902.77083333333,25.424551531250003
48,2012,7,19,60421.14829861111,74980.82638888889,25.331292743055556
49,2012,7,20,60637.30635416667,75386.62152777778,25.96791848263889
50,2012,7,21,56668.87447916667,73553.0625,30.66432972222222
51,2012,7,22,52667.449791666666,74697.08680555555,42.38627048611111
52,2012,7,23,61482.13569444444,76287.29513888889,27.315610489583335
53,2012,7,24,63827.65409722222,76672.69791666667,21.921686638888886
54,2012,7,25,64179.36996527778,76492.35416666667,20.69055312847222
55,2012,7,26,64182.355416666665,76676.15277777778,21.127173069444442
56,2012,7,27,64155.81340277778,77028.15972222222,21.529594545138888
57,2012,7,28,59006.87677083333,74870.85069444445,27.642332291666666
58,2012,7,29,55339.05649305555,75653.06944444445,37.4674046875
59,2012,7,30,60587.805868055555,76057.75,27.896757302083333
60,2012,7,31,61582.17621527778,75502.90277777778,24.513206295138886
61,2012,8,1,60315.69895833333,75198.93055555555,26.461182680555556
62,2012,8,2,59492.173090277785,74923.90972222222,27.80792222222222
63,2012,8,3,59637.32958333333,74723.875,26.743477152777775
64,2012,8,4,57225.728993055556,74015.01736111111,30.211886284722222
65,2012,8,5,56498.367118055554,75215.44444444445,34.04165871527778
66,2012,8,6,64586.26739583333,76891.76041666667,21.775104017361112
67,2012,8,7,65646.99427083334,76595.86111111111,17.94820288888889
68,2012,8,8,64604.333333333336,76689.30555555555,19.973791774305553
69,2012,8,9,64826.713368055556,76603.02083333333,19.677919114583332
70,2012,8,10,62952.89357638889,76973.95138888889,23.180770979166667
71,2012,8,11,57897.27798611111,76242.68402777778,32.48766447916667
72,2012,8,12,53563.31784722223,77632.47222222222,45.38944138888889
73,2012,8,13,59785.577673611115,77657.34027777778,32.73703590277778
74,2012,8,14,61030.754652777774,77575.60416666667,28.612240277777776
75,2012,8,15,57469.195798611116,77592.72916666667,35.681734999999996
76,2012,8,16,60762.322222222225,77781.39930555555,30.04656652777778
