,0,1,2
805,경상남도 거제시,2012.09.17 11:20 / 2012.09.17 18:00,2020
806,경상남도 고성군,2012.09.17 11:19 / 2012.09.18 06:45,3682
807,대구광역시 달서구,2012.09.17 11:18 / 2012.09.17 12:27,1
808,경상남도 고성군,2012.09.17 11:17 / 2012.09.18 10:59,3889
809,경상남도 고성군,2012.09.17 11:16 / 2012.09.17 12:15,1345
810,대구광역시 달성군,2012.09.17 11:14 / 2012.09.17 13:30,2
811,부산광역시 부산진구,2012.09.17 11:11 / 2012.09.17 15:35,4667
812,경상남도 창원시 마산합포구,2012.09.17 11:11 / 2012.09.17 12:19,8831
813,경상남도 창원시 마산회원구,2012.09.17 11:10 / 2012.09.17 12:50,4017
814,경상남도 고성군,2012.09.17 11:05 / 2012.09.17 11:10,395
815,전라남도 신안군,2012.09.17 11:03 / 2012.09.17 11:06,5622
816,경상남도 사천시,2012.09.17 11:02 / 2012.09.17 12:18,4590
817,부산광역시 부산진구,2012.09.17 11:02 / 2012.09.17 15:36,4690
818,경상남도 사천시,2012.09.17 11:01 / 2012.09.17 16:30,7403
819,전라북도 부안군,2012.09.17 11:00 / 2012.09.17 11:35,1098
820, ,2012.09.17 10:59 / 2012.09.17 14:15,1117
821, ,2012.09.17 10:59 / 2012.09.17 14:33,1111
822,경상남도 창원시 의창구,2012.09.17 10:57 / 2012.09.17 19:03,2391
823,부산광역시 서구,2012.09.17 10:57 / 2012.09.17 11:30,6564
824,경상남도 통영시,2012.09.17 10:56 / 2012.09.17 11:54,446
825,경상남도 양산시,2012.09.17 10:55 / 2012.09.17 13:51,268
826,경상남도 양산시,2012.09.17 10:53 / 2012.09.17 12:34,4154
827,경상남도 창원시 마산합포구,2012.09.17 10:53 / 2012.09.17 12:00,23
828,부산광역시 동구,2012.09.17 10:52 / 2012.09.17 15:34,4448
829,울산광역시 남구,2012.09.17 10:50 / 2012.09.17 12:57,1595
830,부산광역시 북구,2012.09.17 10:50 / 2012.09.17 13:03,330
831,부산광역시 북구,2012.09.17 10:50 / 2012.09.17 13:03,324
832,경상남도 통영시,2012.09.17 10:50 / 2012.09.17 15:40,1288
833,전라남도 광양시,2012.09.17 10:48 / 2012.09.17 11:10,506
834,전라남도 광양시,2012.09.17 10:48 / 2012.09.17 10:15,506
835,경상남도 남해군,2012.09.17 10:47 / 2012.09.17 12:15,9306
836,경상북도 봉화군,2012.09.17 10:45 / 2012.09.17 12:00,150
837,경상남도 통영시,2012.09.17 10:45 / 2012.09.17 15:39,810
838,경상남도 통영시,2012.09.17 10:44 / 2012.09.17 21:17,5676
839,경상남도 거제시,2012.09.17 10:44 / 2012.09.17 16:00,315
840,경상남도 통영시,2012.09.17 10:43 / 2012.09.17 14:17,3388
841,경상남도 통영시,2012.09.17 10:43 / 2012.09.17 19:08,3388
842, ,2012.09.17 10:43 / 2012.09.17 10:43,3128
843,강원도 홍천군,2012.09.17 10:37 / 2012.09.17 11:32,110
844,경상남도 고성군,2012.09.17 10:37 / 2012.09.17 11:33,1269
845,부산광역시 북구,2012.09.17 10:37 / 2012.09.17 17:36,1093
846,부산광역시 북구,2012.09.17 10:37 / 2012.09.17 15:52,1120
847,경상남도 거제시,2012.09.17 10:36 / 2012.09.17 16:00,2345
848, ,2012.09.17 10:36 / 2012.09.17 17:51,12
849,전라남도 담양군,2012.09.17 10:35 / 2012.09.17 11:00,38
850,경상남도 사천시,2012.09.17 10:33 / 2012.09.17 17:00,5877
851,경상남도 남해군,2012.09.17 10:30 / 2012.09.17 18:11,5571
852,경상남도 통영시,2012.09.17 10:30 / 2012.09.17 21:05,6414
853,울산광역시 울주군,2012.09.17 10:30 / 2012.09.17 13:30,8145
854,전라남도 순천시,2012.09.17 10:30 / 2012.09.17 14:00,116
855,경상남도 사천시,2012.09.17 10:29 / 2012.09.18 16:57,2953
856,경상남도 통영시,2012.09.17 10:27 / 2012.09.18 17:17,4469
857,경상남도 거제시,2012.09.17 10:27 / 2012.09.17 18:55,906
858,경상북도 구미시,2012.09.17 10:26 / 2012.09.17 15:34,2
859,경상남도 김해시,2012.09.17 10:24 / 2012.09.17 12:20,4466
860,부산광역시 강서구,2012.09.17 10:24 / 2012.09.17 15:00,392
861,부산광역시 강서구,2012.09.17 10:24 / 2012.09.17 17:38,390
862,경상남도 거제시,2012.09.17 10:23 / 2012.09.17 22:47,2960
863,부산광역시 동래구,2012.09.17 10:21 / 2012.09.17 19:02,4120
864,강원도 강릉시,2012.09.17 10:20 / 2012.09.17 10:20,607
865,경상남도 거제시,2012.09.17 10:18 / 2012.09.17 17:32,1845
866,경상남도 양산시,2012.09.17 10:17 / 2012.09.17 11:23,6440
867,부산광역시 서구,2012.09.17 10:17 / 2012.09.17 10:41,3646
868,경상남도 남해군,2012.09.17 10:15 / 2012.09.17 11:07,4182
869,부산광역시 중구,2012.09.17 10:12 / 2012.09.17 10:44,6
870,부산광역시 사하구,2012.09.17 10:10 / 2012.09.17 11:52,3646
871,전라남도 담양군,2012.09.17 10:10 / 2012.09.17 10:25,38
872,경상남도 고성군,2012.09.17 10:02 / 2012.09.17 13:36,1804
873,경상북도 구미시,2012.09.17 10:00 / 2012.09.17 10:30,1
874,충청북도 충주시,2012.09.17 10:00 / 2012.09.17 11:15,3
875,경상남도 거제시,2012.09.17 09:58 / 2012.09.17 18:49,1399
876,울산광역시 울주군,2012.09.17 09:54 / 2012.09.17 11:34,15
877,경상남도 통영시,2012.09.17 09:53 / 2012.09.17 15:40,2972
878,경상북도 포항시 남구,2012.09.17 09:53 / 2012.09.17 23:02,2341
879,경상북도 포항시 남구,2012.09.17 09:53 / 2012.09.17 09:53,2341
880,경상북도 포항시 남구,2012.09.17 09:51 / 2012.09.18 00:14,6981
881,경상남도 통영시,2012.09.17 09:49 / 2012.09.17 15:30,3509
882,경상북도 구미시,2012.09.17 09:48 / 2012.09.17 10:10,4
883,경상남도 거제시,2012.09.17 09:47 / 2012.09.17 09:49,2434
884,전라남도 완도군,2012.09.17 09:46 / 2012.09.17 11:55,192
885,경상남도 통영시,2012.09.17 09:39 / 2012.09.17 10:19,788
886,강원도 영월군,2012.09.17 09:38 / 2012.09.17 10:16,351
887,경상북도 구미시,2012.09.17 09:37 / 2012.09.17 10:14,40
888,경상남도 창원시 마산회원구,2012.09.17 09:35 / 2012.09.17 15:05,7169
889,경상남도 창원시 마산회원구,2012.09.17 09:35 / 2012.09.17 10:45,7169
890,전라남도 보성군,2012.09.17 09:32 / 2012.09.17 10:40,716
891,부산광역시 기장군,2012.09.17 09:30 / 2012.09.17 11:20,160
892,부산광역시 금정구,2012.09.17 09:27 / 2012.09.17 15:00,229
893,경상남도 창원시 진해구,2012.09.17 09:27 / 2012.09.17 14:19,558
894,광주광역시 광산구,2012.09.17 09:26 / 2012.09.17 17:53,14
895,부산광역시 수영구,2012.09.17 09:25 / 2012.09.17 10:24,2002
896,전라남도 담양군,2012.09.17 09:20 / 2012.09.17 09:35,19
897,광주광역시 광산구,2012.09.17 09:19 / 2012.09.17 17:56,30
898,부산광역시 중구,2012.09.17 09:18 / 2012.09.17 09:38,1424
899,대구광역시 달성군,2012.09.17 09:15 / 2012.09.17 11:43,3868
900,전라남도 강진군,2012.09.17 09:12 / 2012.09.17 09:17,8351
901,부산광역시 사상구,2012.09.17 09:03 / 2012.09.17 14:38,278
902,부산광역시 사상구,2012.09.17 09:03 / 2012.09.17 14:34,37
903,경상남도 거제시,2012.09.17 09:00 / 2012.09.17 18:26,936
904,전라남도 완도군,2012.09.17 08:58 / 2012.09.17 13:52,3906
905,전라남도 고흥군,2012.09.17 08:58 / 2012.09.17 10:10,2260
906,전라남도 완도군,2012.09.17 08:56 / 2012.09.17 14:19,5531
907,부산광역시 남구,2012.09.17 08:43 / 2012.09.17 09:44,625
908,전라남도 여수시,2012.09.17 08:42 / 2012.09.17 14:44,4552
909,경상남도 창원시 진해구,2012.09.17 08:42 / 2012.09.17 14:45,3610
910,대구광역시 달서구,2012.09.17 08:35 / 2012.09.17 10:00,10
911,전라남도 진도군,2012.09.17 08:35 / 2012.09.17 10:33,4833
912,경상북도 포항시 북구,2012.09.17 08:28 / 2012.09.17 11:24,6093
913,경상북도 경주시,2012.09.17 08:11 / 2012.09.18 20:00,5088
914,경상남도 고성군,2012.09.17 08:10 / 2012.09.17 16:08,5272
915,전라남도 신안군,2012.09.17 08:05 / 2012.09.17 14:00,17779
916,경상북도 포항시 남구,2012.09.17 07:55 / 2012.09.17 09:30,34
917,경상남도 거제시,2012.09.17 07:54 / 2012.09.17 18:52,5487
918,경상남도 거제시,2012.09.17 07:54 / 2012.09.17 08:00,6048
919,전라남도 진도군,2012.09.17 07:54 / 2012.09.17 10:51,8070
920,경상남도 통영시,2012.09.17 07:47 / 2012.09.17 08:42,5
921,경상남도 거제시,2012.09.17 07:33 / 2012.09.17 18:55,2351
922,전라남도 고흥군,2012.09.17 07:27 / 2012.09.17 10:13,2260
923,전라남도 신안군,2012.09.17 07:25 / 2012.09.17 17:17,4567
924,전라남도 여수시,2012.09.17 07:21 / 2012.09.17 13:58,2063
925,충청남도 서천군,2012.09.17 06:47 / 2012.09.17 07:30,1073
926, ,2012.09.17 06:46 / 2012.09.17 10:22,2363
927,제주특별자치도 서귀포시,2012.09.17 06:40 / 2012.09.17 09:21,2839
928,전라남도 고흥군,2012.09.17 06:20 / 2012.09.17 07:03,1429
929, ,2012.09.17 06:11 / 2012.09.17 09:33,4162
930,경상남도 거제시,2012.09.17 05:54 / 2012.09.17 09:19,988
931,경상북도 구미시,2012.09.17 05:54 / 2012.09.17 06:20,1
932,경상북도 봉화군,2012.09.17 05:47 / 2012.09.17 07:11,355
933,경상북도 봉화군,2012.09.17 05:47 / 2012.09.17 07:11,355
934, ,2012.09.17 05:40 / 2012.09.17 07:20,329
935,제주특별자치도 서귀포시,2012.09.17 05:31 / 2012.09.17 07:20,6219
936,제주특별자치도 제주시,2012.09.17 05:17 / 2012.09.17 08:32,2546
937,전라남도 신안군,2012.09.17 05:14 / 2012.09.17 07:21,5909
938,울산광역시 중구,2012.09.17 04:09 / 2012.09.17 06:30,32
939,제주특별자치도 서귀포시,2012.09.17 03:41 / 2012.09.17 04:11,1442
940,전라남도 담양군,2012.09.17 03:00 / 2012.09.17 10:58,19
941,경상북도 포항시 북구,2012.09.17 01:59 / 2012.09.17 21:20,4532
942,경상북도 구미시,2012.09.17 01:10 / 2012.09.17 01:40,1
943,경상북도 포항시 북구,2012.09.17 01:05 / 2012.09.17 01:57,4230
944,제주특별자치도 서귀포시,2012.09.16 21:51 / 2012.09.16 22:16,6219
945,제주특별자치도 서귀포시,2012.09.16 21:51 / 2012.09.16 22:28,6219
946,전라남도 신안군,2012.09.16 21:38 / 2012.09.17 22:51,488
947,전라남도 나주시,2012.08.30 19:19 / 2012.08.30 19:43,950
948,충청북도 보은군,2012.08.30 18:45 / 2012.08.30 19:38,1
949,경기도 용인시 처인구,2012.08.30 18:23 / 2012.08.30 19:29,1672
950,전라북도 익산시,2012.08.30 17:55 / 2012.08.30 19:36,4945
951,전라북도 익산시,2012.08.30 17:55 / 2012.08.30 23:14,4945
952,부산광역시 강서구,2012.08.30 17:52 / 2012.08.30 18:43,3
953,부산광역시 강서구,2012.08.30 17:52 / 2012.08.30 18:44,195
954,충청남도 예산군,2012.08.30 15:59 / 2012.08.30 18:34,1396
955,울산광역시 북구,2012.08.30 15:49 / 2012.08.30 16:40,2637
956,충청남도 천안시 동남구,2012.08.30 15:21 / 2012.08.31 17:09,2004
957,대전광역시 서구,2012.08.30 14:59 / 2012.08.30 17:24,5946
958,충청남도 예산군,2012.08.30 14:44 / 2012.08.30 17:46,3869
959,충청남도 공주시,2012.08.30 14:42 / 2012.08.30 16:12,3930
960,부산광역시 금정구,2012.08.30 14:40 / 2012.08.30 20:00,1944
961,경상남도 김해시,2012.08.30 14:39 / 2012.08.30 16:50,542
962,강원도 동해시,2012.08.30 14:34 / 2012.08.30 16:28,956
963,강원도 동해시,2012.08.30 14:34 / 2012.08.30 17:13,956
964,충청남도 천안시 동남구,2012.08.30 14:33 / 2012.08.30 15:14,5506
965,전라북도 익산시,2012.08.30 14:16 / 2012.08.30 15:03,1028
966,전라북도 익산시,2012.08.30 14:16 / 2012.08.30 15:03,1028
967,전라북도 군산시,2012.08.30 13:54 / 2012.08.30 16:27,3466
968,전라북도 김제시,2012.08.30 13:53 / 2012.08.30 14:36,3147
969,경상남도 통영시,2012.08.30 13:53 / 2012.08.30 19:08,3919
970,전라북도 군산시,2012.08.30 13:49 / 2012.08.30 18:50,1041
971,충청남도 보령시,2012.08.30 13:45 / 2012.08.30 14:50,2760
972,경상남도 창원시 마산회원구,2012.08.30 13:39 / 2012.08.30 16:11,2974
973,경상남도 창원시 마산회원구,2012.08.30 13:39 / 2012.08.30 14:10,691
974,대전광역시 중구,2012.08.30 13:15 / 2012.08.30 15:55,1054
975,전라북도 고창군,2012.08.30 13:10 / 2012.08.30 18:10,2532
976,경상남도 사천시,2012.08.30 12:58 / 2012.08.30 15:16,3798
977,전라북도 부안군,2012.08.30 12:47 / 2012.08.30 18:01,5992
978,경상남도 하동군,2012.08.30 12:44 / 2012.08.30 14:08,2490
979,경상남도 하동군,2012.08.30 12:44 / 2012.08.30 14:08,2490
980,전라북도 부안군,2012.08.30 12:42 / 2012.08.30 13:59,6612
981,경상남도 고성군,2012.08.30 12:26 / 2012.08.30 12:53,4275
982,전라남도 영광군,2012.08.30 12:21 / 2012.08.30 14:10,2800
983,전라남도 영광군,2012.08.30 12:14 / 2012.08.30 14:12,1048
984,경상남도 통영시,2012.08.30 12:11 / 2012.08.30 19:08,224
985,전라북도 익산시,2012.08.30 11:53 / 2012.08.30 14:53,8823
986,전라남도 영암군,2012.08.30 11:34 / 2012.08.30 11:38,12
987,경기도 의왕시,2012.08.30 11:31 / 2012.08.31 16:26,1435
988,전라남도 목포시,2012.08.30 11:15 / 2012.08.30 12:32,3418
989,전라남도 구례군,2012.08.30 11:10 / 2012.08.30 12:28,1123
990,전라남도 영광군,2012.08.30 10:58 / 2012.08.30 15:21,1444
991,광주광역시 광산구,2012.08.30 10:40 / 2012.08.30 11:19,5268
992,전라남도 목포시,2012.08.30 10:32 / 2012.08.30 16:30,7113
993,전라남도 영암군,2012.08.30 10:23 / 2012.08.30 14:54,16
994, ,2012.08.30 10:21 / 2012.08.30 12:38,2236
995,전라남도 무안군,2012.08.30 10:20 / 2012.08.30 10:30,3456
996,전라남도 신안군,2012.08.30 10:15 / 2012.08.31 16:51,4635
997, ,2012.08.30 10:14 / 2012.08.30 13:27,1442
998,충청남도 태안군,2012.08.30 10:09 / 2012.08.30 14:30,4723
999,전라북도 고창군,2012.08.30 10:00 / 2012.08.30 13:11,3269
