날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2019-09-17,56030,54181,53183,52416,52566,53756,56395,60290,64983,67002,67820,67571,65204,68488,70214,71117,72654,72095,71325,70633,68065,65271,62421,61002
2019-09-18,57325,55558,54446,53920,54072,55197,57460,61249,65748,67699,68264,67804,65189,68276,69616,70206,71310,70446,69363,68767,66321,63761,61289,60111
2019-09-19,56808,54864,53849,53413,53409,54486,57007,60122,64129,65481,66238,66180,63741,66954,68902,69727,71203,70554,69951,69217,66471,63855,61227,60008
2019-09-20,56680,54744,53695,52973,53204,54419,56686,60574,65238,66426,66829,66659,64459,67568,68587,68591,68997,67812,67411,66885,65101,62895,60550,59723
2019-09-21,56463,54402,53199,52613,52430,52860,53740,55412,58373,59710,60297,60343,58840,60209,60423,59898,59330,58569,59000,59249,58316,57104,55757,55407
2019-09-22,52373,50376,49295,48566,48642,49165,49701,50586,52081,53379,54497,54453,54376,54865,54717,54663,54960,55666,56714,57175,56165,55122,53915,52533
2019-09-23,50127,48439,47565,47392,47941,49644,52705,57323,62320,63802,63969,64063,61697,64764,66342,66774,67955,67785,67662,66999,64908,62733,60485,59562
2019-09-24,56160,54158,53081,52662,52963,54290,56578,59718,63166,63851,63400,62851,60053,63460,65426,66344,68030,67922,67964,67466,65085,62986,60814,60006
2019-09-25,56348,54488,53350,52957,53250,54450,56703,59997,63783,64670,64675,64672,62500,65728,67573,68401,69484,68557,68129,67517,65526,63434,61108,60033
2019-09-26,56574,54701,53670,53229,53512,54787,57132,60681,64979,66163,66742,66738,63989,67668,69431,69916,70942,70203,69990,69387,66832,64206,61824,60742
2019-09-27,57138,55196,54170,53573,53862,55179,57252,60826,64679,66116,66874,66663,64290,67431,69425,70078,70695,69584,68921,68045,66055,63771,61462,60517
2019-09-28,57097,54833,53591,52921,52917,53468,54518,55686,57485,58206,59199,59587,58599,59808,60276,60332,60706,60522,61602,61652,60709,58921,56937,56184
2019-09-29,52951,50852,49587,48792,48762,49397,49863,50255,50783,51023,52006,52114,52241,53280,53796,54753,56171,57642,59391,59910,58901,57310,55578,53525
2019-09-30,50548,48801,47993,47639,47939,49654,52801,57619,63601,65703,66586,67081,65066,68630,70611,71422,72703,71984,71284,70140,67416,64711,62071,60564
2019-10-01,57049,55120,53987,53448,53662,54927,57552,61876,67339,69829,70392,70660,68484,71784,73360,73091,73550,72303,71881,70483,67773,64966,62431,61093
2019-10-02,57460,55617,54609,54018,54285,55469,57954,62966,69223,71952,72503,72336,69586,71942,72674,72038,72113,70649,69660,68346,66368,64156,62105,61087
2019-10-03,57336,55104,53944,53415,53327,54010,54987,56641,59411,61195,62221,61932,60804,62857,63703,63792,64462,64342,65389,65202,63933,62248,60305,58332
2019-10-04,54784,52994,51939,51359,51483,52772,55003,58267,62796,64248,64270,64113,62380,65460,67058,67846,69517,68852,68497,67225,65131,62617,60277,59393
2019-10-05,55926,53837,52577,51959,51863,52400,53219,54527,56943,57885,58463,58066,56142,57150,57180,57045,57139,57093,58196,58114,57191,55983,54661,54271
2019-10-06,51251,49332,48222,47507,47532,48128,48750,48706,48434,48380,48672,48511,48544,49527,50514,51558,53051,54496,56661,56929,56458,55312,53938,52134
2019-10-07,49363,47683,46977,46677,47261,49141,52352,57477,63652,65776,66183,66162,63488,66124,67139,67123,67701,66946,66934,65799,63739,61768,59882,59263
2019-10-08,55737,53854,52962,52645,52973,54217,56679,60172,63823,63614,63187,62053,58940,61446,62709,63277,65043,65424,66068,64994,63119,61394,59734,59361
2019-10-09,55745,53768,52641,52198,52468,53461,54646,55386,56479,56691,57050,56203,53722,56395,57921,58849,60013,60550,62357,62364,61659,60501,59264,57617
2019-10-10,54290,52569,51728,51363,51700,53190,55716,59216,63041,63488,63467,62661,59755,62072,63429,64468,66097,66205,66814,65874,63990,62233,60533,59958
2019-10-11,56324,54273,53112,52755,53018,54432,56820,59650,62590,62208,61405,60460,57924,60889,62640,63545,65631,65642,65826,64721,63003,61138,59539,58833
2019-10-12,55495,53372,52160,51565,51573,52332,53021,53388,53465,52813,52704,52195,50692,52022,52776,53694,54936,55540,56963,56888,56372,55398,54633,54276
2019-10-13,51234,49107,48062,47518,47505,48344,49025,48577,47522,46830,47187,46750,46516,47458,48379,49774,51837,53838,56101,56189,55863,54923,54023,52588
2019-10-14,49714,48043,47160,46981,47513,49477,52597,56551,61062,62284,61925,61323,58571,61340,63142,63810,65305,65691,66445,65285,63444,61759,60173,59419
2019-10-15,55815,54057,53151,52772,53186,54726,57273,60245,63501,63813,63483,62626,59450,62134,63502,64056,65502,66106,66840,65635,63875,62076,60397,59796
2019-10-16,56197,54227,53140,52514,52848,54379,56705,59630,62768,62367,61398,59941,57157,59952,61793,62811,64651,64952,65339,64153,62738,61267,59750,59128
2019-10-17,55474,53475,52375,52046,52568,54008,56348,59779,63358,63748,63039,62058,59636,62449,63332,63494,64724,65144,65896,64718,62957,61096,59578,59026
2019-10-18,55406,53384,52562,52101,52572,54056,56532,59991,64355,65113,64671,64138,61840,64437,65486,65684,66319,65880,65963,64745,63148,61535,60107,59798
2019-10-19,56278,53970,52840,52352,52430,53414,54262,54578,54595,53713,53496,52670,51070,52412,53204,54007,55307,56036,57570,57379,56905,56034,55113,55094
2019-10-20,51925,49821,48699,48105,48211,49091,49717,49656,49404,48917,48572,47280,46882,48084,48813,49976,52061,54311,56544,56578,56294,55390,54594,53091
2019-10-21,50061,48294,47544,47351,47985,49995,53157,57302,61403,61815,61134,60248,57429,60615,62496,63913,66218,66590,66898,65644,63855,62063,60433,59727
2019-10-22,55884,54117,53153,52796,53169,54741,57313,60523,63267,62961,62300,61321,58584,61783,63640,64671,66506,67096,67468,66063,64172,62306,60751,59969
2019-10-23,56093,54217,53245,52819,53105,54690,57349,60781,64791,65644,65248,64578,61609,64576,65992,66070,67006,66803,66564,65376,63616,61990,60245,59675
2019-10-24,56104,53999,52982,52600,52784,54344,56957,60204,64129,64530,63661,62672,59339,61832,63413,64505,66362,66694,66741,65486,63608,61758,60033,59370
2019-10-25,55581,53709,52802,52398,52770,54271,56933,59824,62664,62726,62074,61085,58913,62376,63707,64415,65843,65970,65778,64419,62784,61179,59733,59149
2019-10-26,55515,53486,52295,51738,51794,52802,53964,54422,54833,54134,53292,51911,49781,51294,52527,53664,54773,55630,57066,56802,56479,55651,55199,55050
2019-10-27,51688,49633,48500,48003,48187,49247,50073,49681,48350,46900,46929,46150,45831,46613,47538,49111,51303,53951,55951,56033,55742,55092,54573,53462
2019-10-28,50551,48689,47734,47705,48553,50527,53938,58032,62301,62495,61522,60279,57043,60052,62346,63686,65832,66590,66673,65313,63704,62022,60698,60442
2019-10-29,56483,54463,53423,53126,53657,55270,57876,61081,64395,63877,63031,62000,58869,61616,63015,63921,65871,66882,67119,65829,64011,62250,60895,60431
2019-10-30,56872,54780,53867,53485,53914,55563,58379,61605,64265,63220,62370,60913,57556,60385,61992,63340,65683,66269,66526,65361,63924,62429,61136,60909
2019-10-31,57331,55301,54232,53773,54253,55821,58450,61682,64406,63662,62536,61249,58228,61100,62914,64115,66181,66828,66888,65556,63707,62098,60866,60428
2019-11-01,56721,54701,53692,53186,53722,55016,57566,60799,63969,63147,61904,60242,57028,60176,62112,63352,65117,64356,64071,63004,61918,60543,59218,59681
2019-11-02,56166,53893,52561,51947,52243,53276,54415,54687,54753,53977,54214,53639,52432,53785,53910,54257,55014,55935,56973,56626,56176,55489,55094,55357
2019-11-03,52123,49809,48763,48300,48642,49546,50336,50289,49980,49278,48718,47647,47243,47846,48664,50294,52384,54461,56036,56015,55863,55159,54688,53757
2019-11-04,50623,48703,47767,47645,48406,50529,53888,58350,62706,62752,62214,60973,58129,61475,63282,64521,65979,65832,65730,64530,63355,61706,60212,60465
2019-11-05,56907,54752,53700,53296,53729,55473,58379,61994,65211,64755,63063,61310,57899,61446,63102,64345,66222,66236,66471,65403,64155,62600,60964,61174
2019-11-06,57473,55482,54275,53988,54651,56374,59194,62609,65751,64919,63184,61247,58065,61631,62720,63948,65837,65505,65501,64439,63783,62342,60839,60968
2019-11-07,57374,55141,54016,53720,54304,55835,58689,62270,66080,65624,63863,62021,58704,61624,62485,63653,65693,66080,66635,65753,64595,63063,61664,62137
2019-11-08,58460,56305,55237,54801,55308,57004,59986,63472,66529,65805,64472,62556,58990,62011,63591,64791,66895,66768,66303,65137,64191,62783,61482,62242
2019-11-09,58848,56553,55247,54863,55171,56136,57136,57410,57019,55044,54385,53043,50761,51838,52765,54122,55889,57236,58129,57916,57745,57232,57044,57623
2019-11-10,54634,52351,50999,50501,50846,51733,52543,52467,52259,51764,52140,51691,51426,51687,51317,52093,53665,56245,57626,57543,57349,56697,56457,55672
2019-11-11,52522,50329,49340,49234,50089,52014,55529,60222,65733,66708,66315,65160,61904,64440,64556,65093,66715,66742,67084,66169,64765,63156,61843,62608
2019-11-12,58854,56645,55502,55237,55977,57793,60795,64305,67472,66983,66301,64673,61384,64191,65167,66370,68215,68342,67904,66924,65871,64247,62863,63429
2019-11-13,59542,57286,56260,55848,56456,58125,60899,64367,69841,71243,70688,69994,67120,70216,70765,70796,71244,69652,68147,66536,65581,64070,63131,64064
2019-11-14,60428,58134,57123,56886,57491,59390,62447,65992,69699,69143,68198,66533,62824,65981,67689,69135,71729,72026,71284,69766,68249,66311,65097,65957
2019-11-15,62236,59815,58380,57820,58281,59805,62486,66189,70701,70876,70182,68660,64898,67892,69014,69457,70722,69767,68220,66822,65819,64277,63180,64119
2019-11-16,60421,57890,56576,55987,56231,57253,58109,58707,59564,58990,58935,57486,54965,55447,55649,56341,57542,58601,59315,59062,58660,58141,58106,58923
2019-11-17,55738,53294,51657,50963,51368,52361,52905,52811,53369,54090,55438,55473,55293,55625,55841,56138,56688,58025,58646,58463,57880,57287,57177,56705
2019-11-18,53481,51144,49951,49700,50475,52540,56069,61190,68387,70657,70162,68748,65638,69137,70120,70479,71848,71607,70254,68510,66786,64916,63792,64542
2019-11-19,61407,59047,57702,57329,57968,59801,63120,67574,73006,73277,72098,70805,67294,70527,72106,72943,74393,74282,72960,71234,69516,67360,66209,67229
2019-11-20,63380,60811,59602,59127,59791,61551,64758,69207,74148,73442,72055,70434,65919,68690,70205,71514,73740,73582,72330,70876,69637,67821,66735,67670
2019-11-21,64095,61320,59866,59403,59971,61672,64746,69071,74041,73744,72168,70109,66202,69473,71194,71888,73225,72754,71390,69654,67914,65985,64623,65574
2019-11-22,61949,59336,58084,57738,58356,60012,62980,66977,71571,70707,68659,66352,62142,64721,65986,67288,69031,68599,67662,66499,65375,63965,63142,63693
2019-11-23,60030,57534,56089,55686,56026,57067,58192,58732,59285,57586,56963,55976,53852,54726,55261,56299,57742,58996,59319,59025,58621,58098,58146,58576
2019-11-24,55181,52506,50948,50439,50946,51904,52649,52690,52370,51484,51480,50287,50038,51000,51898,53288,54981,57004,57696,57647,57212,56732,56878,56325
2019-11-25,53341,51240,50367,50368,51326,53681,57726,63417,71529,74107,73932,72938,69423,72604,73430,73359,74250,73466,71704,69760,67833,65763,64592,65019
2019-11-26,61293,58758,57490,57161,57576,59259,62193,66810,72352,72776,70742,68176,63808,66907,68360,69251,71010,71215,70121,68530,66877,65120,63881,64095
2019-11-27,60013,57507,56331,55986,56626,58524,61775,66262,72322,73652,72888,71669,67785,70900,71852,72291,73684,73348,71501,69657,67987,66158,65138,65585
2019-11-28,61796,59147,57864,57504,58023,59711,62854,67259,73236,73693,72003,69793,65634,68490,69787,70731,72576,72573,71456,69963,68289,66367,65449,65909
2019-11-29,62151,59660,58293,57847,58465,60228,63515,68060,73720,73552,71491,69146,64717,67193,68645,69963,72223,72219,70701,69086,67851,66244,65275,65935
2019-11-30,62203,59570,57973,57352,57599,58334,59701,60706,61628,60497,60177,59380,56197,56421,57258,58602,59965,61085,61115,60502,59764,58982,59108,60246
2019-12-01,57020,54514,52986,52264,52568,53384,53924,53904,54734,55374,56675,56882,56984,57654,57911,58101,58794,60353,60978,60549,59936,59283,59200,59067
2019-12-02,55883,53661,52511,52474,53276,55323,59223,65259,72368,74447,73720,72193,68108,71486,73205,74341,76449,76453,74629,72681,70461,68211,67035,68027
2019-12-03,64455,61961,60714,60370,60969,62677,65803,70764,76690,77436,76527,75300,71452,74906,76625,76988,77950,76970,74755,72588,70382,68029,66966,68080
2019-12-04,64494,62009,60676,60227,60651,62280,65372,70202,76610,76624,74479,71979,67719,70599,72189,73553,75565,75352,73783,72137,70396,68612,67567,68802
2019-12-05,65125,62525,61207,60932,61565,63321,66599,71460,77650,77844,76433,74465,70114,73360,75380,77231,80128,80251,78352,76334,74120,71625,70305,71416
2019-12-06,67987,65490,64107,63568,64068,65735,69077,74235,81071,81787,80059,77843,73130,75562,76767,78055,80486,80209,77672,75285,73282,71165,69951,71310
2019-12-07,67875,65206,63561,62690,62531,63176,64241,65203,66575,65934,66065,65200,62485,63280,63903,64426,65337,66082,66009,65241,64562,63727,63953,65597
2019-12-08,62736,60216,58647,57904,57915,58448,59114,59219,58717,56735,56408,55139,54012,54225,55087,57055,59642,62876,64079,64072,63599,63105,63452,63439
2019-12-09,60439,58292,57107,56861,57488,59518,63333,69617,78505,80600,79313,77054,72399,75195,76462,76747,78280,77827,75582,73428,71454,69109,67809,69006
2019-12-10,65410,62967,61468,61053,61485,62871,65936,70672,77824,79201,77766,75220,69690,72130,72262,72243,73481,73288,73108,71706,69962,68043,67005,68122
2019-12-11,64331,61813,60362,59886,60449,61826,64880,69476,75687,76860,75416,73747,69906,72850,73847,74024,75290,74768,73297,71695,70241,68562,67670,69015
2019-12-12,65484,63038,61635,61296,61902,63679,66912,71921,78241,78130,76056,73547,68846,71678,73415,74960,77570,77585,75960,74347,72221,70090,68841,70132
2019-12-13,66507,63999,62716,62274,62758,64280,67305,72282,78721,79110,76975,74789,70694,73440,74528,74905,76029,75337,73192,71455,69740,67897,66986,68389
2019-12-14,64861,62099,60431,59793,59777,60563,61705,62959,64439,63120,62234,60540,57595,58139,59107,60599,62478,63813,63932,63755,63198,62189,62313,63868
2019-12-15,60808,58210,56594,55904,56154,56890,57815,57981,57349,55366,54868,53537,52756,53338,54483,55778,57717,60293,61405,61325,61064,60655,60861,60848
2019-12-16,57774,55656,54567,54296,54951,56886,60615,66592,74989,76425,74449,71975,67222,69725,71679,72382,73555,73135,71649,69756,68087,66284,65175,66144
2019-12-17,62554,59970,58661,58184,58918,60405,63372,68048,75092,77487,77227,75916,72043,74642,75285,74621,74995,73939,72227,70420,68576,66824,65741,66958
2019-12-18,63387,60734,59599,59337,60074,61760,65067,69954,76612,77666,76098,73677,69026,71551,72777,73899,75855,75532,73793,72003,70262,68583,67343,68573
2019-12-19,65045,62590,61344,60822,61366,63200,66157,70859,77620,77689,75379,73001,68259,71011,73151,74616,76864,76659,74845,73047,71055,69114,67865,69072
2019-12-20,65473,62947,61493,61059,61653,63220,66330,71137,78147,79158,76920,74701,70632,73494,74654,75505,77069,76128,73821,72009,70417,68746,67716,68979
2019-12-21,65693,63017,61513,61003,60935,61530,62883,63976,66154,66399,66564,66069,64152,64923,65161,64956,65087,65465,65429,64681,63885,63031,63187,64866
2019-12-22,61797,58972,57171,56366,56460,57067,57656,57651,58198,58231,58665,57595,55924,55754,55625,56626,58826,61574,62827,62727,62237,61556,61763,61857
2019-12-23,58730,56693,55291,55025,55823,57795,61397,67564,76486,78779,77644,76187,71860,74573,75415,75736,77016,76495,74461,72438,70468,68624,67589,68511
2019-12-24,64814,62220,60795,60355,60902,62494,65482,70590,78097,79456,77651,74591,69254,71288,72239,73186,74988,74276,72209,70272,68740,67446,66849,68735
2019-12-25,65137,62508,60937,60186,60413,61175,62189,63063,64426,64128,63555,61507,58544,59650,60719,61957,63475,64985,65610,65350,64816,64169,64255,64111
2019-12-26,60820,58474,56978,56594,56973,58686,61776,67069,75341,79011,79431,78951,75571,78554,78956,78367,78465,76664,74346,72297,70296,68363,67356,68859
2019-12-27,65570,63099,61500,60953,61471,63042,66015,70548,77543,78548,76585,74440,69673,71734,72803,73643,75467,74945,72895,71116,69563,67824,66880,68448
2019-12-28,65014,62333,60815,60135,60163,60873,62157,63242,64816,63321,62590,60905,57784,58239,59040,60352,61985,63288,63803,63371,62731,61897,62070,63709
2019-12-29,60893,58281,56492,55877,55915,56464,57006,57046,57571,57988,59182,58989,58315,58452,58504,58872,59788,61815,62540,62138,61620,60890,61254,61462
2019-12-30,58445,55840,54343,53912,54287,56043,59251,64340,72519,75158,74984,73880,70082,72454,73412,73176,73707,72554,70723,69045,67501,65906,65563,67355
2019-12-31,64309,62036,60582,60128,60576,62028,64883,69456,75877,76223,74466,72380,68195,69612,70154,70513,71608,71164,69954,68414,67266,66017,65610,67151
2020-01-01,64007,61534,59447,58163,57884,58078,58341,57987,57336,56044,56036,55119,54390,54190,54602,55903,58261,61297,62946,62863,62330,61763,62019,62377
2020-01-02,59026,56553,55301,54829,55492,57243,60542,66100,74420,77180,77028,75591,71227,73969,75280,75801,76981,76191,74234,72114,70017,67869,66943,68427
2020-01-03,65228,62711,61168,60597,61113,62407,65306,70023,76936,78269,76907,74236,69390,71397,72401,73331,75165,74881,73361,71622,69765,67883,67038,68787
2020-01-04,65628,63021,61554,60957,60849,61563,62489,63565,65287,65058,64492,62409,59148,59190,59634,60586,62423,63810,64475,64128,63498,62801,63007,64745
2020-01-05,61871,59254,57763,57043,57261,57973,58621,58937,58649,56322,55529,53907,52803,53470,54839,56632,58644,61569,63231,63135,62624,62079,62335,62504
2020-01-06,59447,56949,55527,55251,55786,57844,61869,67847,77356,81344,81890,81578,77820,80882,81248,80642,80859,78662,75761,73218,70882,68799,67512,68982
2020-01-07,65215,62704,61081,60563,60840,61943,64920,69104,76701,79889,80147,79630,75915,78441,78655,77672,77530,75338,73072,70932,68683,66871,65817,67151
2020-01-08,63299,60822,59567,59283,60169,61740,64614,68828,76056,78787,79002,78124,74365,77026,77289,76887,77393,75829,73738,71903,70254,68500,67655,69070
2020-01-09,65467,62922,61432,60839,61260,62809,65864,70528,77565,79160,77064,74934,70377,73123,74349,75112,77034,76948,75818,73821,71858,69809,68874,70300
2020-01-10,66672,64001,62544,62030,62485,64021,67097,71744,78544,79247,77142,74182,69080,71259,72242,73112,75314,74992,73829,72193,70772,69024,68147,69412
2020-01-11,66148,63620,61997,61329,61418,61985,63220,64317,66043,65186,64104,62297,59280,59788,60439,61298,63021,64304,65243,64712,64038,63280,63371,64882
2020-01-12,61743,59027,57299,56573,56662,57463,58164,58144,58356,57406,57565,56598,55505,55703,56085,57114,59398,62289,64008,63740,63151,62626,62929,63280
2020-01-13,60250,57870,56573,56268,56909,58982,62837,68921,77817,80242,79803,77896,72927,75085,75866,76206,78553,78670,77341,75263,72946,70691,69352,70534
2020-01-14,66822,64230,62885,62430,62712,64209,67377,72196,79878,82329,80989,78399,73265,75193,76053,76688,78457,78582,77602,75615,73548,71228,69935,71346
2020-01-15,67646,65181,63720,63366,63571,64907,68195,72978,80312,81195,79243,76677,71728,74114,75408,76234,78640,78552,77239,75259,73448,71436,70228,71482
2020-01-16,67954,65489,64147,63518,64012,65359,68336,72922,80383,82352,80577,77722,71952,73792,75050,75870,78505,78751,77667,75619,73560,71334,70139,71404
2020-01-17,67900,65190,63584,62940,63275,64629,67583,72069,79343,81303,80098,77178,71489,73255,73718,74463,76708,76434,75421,73527,71961,69983,68984,70430
2020-01-18,67126,64440,62549,61912,61813,62452,63683,65127,67399,66315,65579,63729,60060,60239,60564,61445,63353,64598,65952,65659,65122,64193,64265,65426
2020-01-19,62457,60034,58432,57590,57685,58167,58810,58898,59559,60144,60608,59554,58449,58483,58378,58820,60278,62571,64497,64373,63852,63244,63441,63741
2020-01-20,60583,58126,56711,56499,57124,59066,62628,68554,76864,78922,77491,75444,70582,72978,74480,75431,77425,77249,76493,74615,72560,70446,69328,70195
2020-01-21,66303,63794,62479,62087,62709,64343,67466,72592,79323,79627,77396,74794,69846,72024,73181,73984,76706,76820,76592,74888,72966,70721,69397,69935
2020-01-22,65975,63451,61755,61194,61546,62955,65727,70216,78042,81438,81426,80788,76860,79265,79254,78317,78310,76459,74648,72673,70980,69229,68307,69130
2020-01-23,65404,62534,60864,60093,60563,61714,64313,68339,74761,76229,74813,71989,66895,67603,67050,65711,65326,64408,64976,64239,63637,62640,62102,63835
2020-01-24,60789,57607,55583,54720,54422,54646,54931,54412,53322,50834,49875,48452,47393,47232,48167,49576,51649,53776,55384,55292,55026,54922,55677,56253
2020-01-25,53565,51357,49850,49100,49127,49822,50628,50851,49307,46289,44769,44270,44393,44635,45171,45987,47374,49481,51548,51864,51992,52379,53601,54692
2020-01-26,52439,50269,48820,48191,48409,49108,49675,49758,49713,48179,47674,46594,45952,46434,47642,48487,50101,52379,54197,54258,53994,53908,54806,55281
2020-01-27,52521,50096,48735,48240,48440,49397,50316,50973,52885,54491,56131,56871,56556,56894,56947,57048,57696,58800,59961,59530,58792,57856,57908,57745
2020-01-28,54555,52174,50879,50476,50950,52584,55897,61059,69174,72476,72152,70633,66919,68971,69737,69882,70876,70111,69409,67839,66322,64659,63731,64385
2020-01-29,60767,58257,56894,56537,57169,58744,61851,66527,73610,76016,74547,72442,68844,71670,72699,72662,73218,71990,71335,69658,68011,66299,65315,65827
2020-01-30,62066,59504,58221,57827,58386,59955,62948,67470,73977,74457,72598,70498,67120,70166,71239,71531,72701,72221,72166,70679,68898,66926,65747,66605
2020-01-31,62938,60133,58824,58203,58857,60329,63267,67634,74055,75262,73873,72196,68582,70940,71474,71340,72259,71545,71285,69968,68599,66817,65994,66815
2020-02-01,63369,60850,59162,58475,58652,59400,60571,61541,63045,63111,63359,62046,58919,59232,59530,59868,60706,61638,63276,63071,62316,61547,61781,62756
2020-02-02,59742,57300,55774,55166,55358,55934,56569,56628,56210,54802,54662,53442,52735,52915,52891,53556,55931,58947,61596,61882,61498,60642,60791,60965
2020-02-03,57886,55601,54372,54208,54948,56787,60905,66912,75252,76775,75469,73392,68912,71245,71933,72538,74823,75097,75186,73482,71515,69414,68356,69214
2020-02-04,65329,62822,61681,61363,61768,63202,66573,71579,77877,77818,75863,73234,68446,70854,72191,73111,75441,75591,75312,73609,71821,69802,68669,69522
2020-02-05,65903,63559,62351,61841,62454,64042,67110,72359,79379,80770,79470,76777,71730,74281,75231,76149,78548,78808,78330,76701,74599,72492,71174,71979
2020-02-06,68397,65877,64430,63958,64384,65723,68709,73778,80475,81493,80127,78005,73623,76555,77580,78037,79699,79072,78269,76264,73967,71779,70428,71251
2020-02-07,67627,65050,63522,62808,63004,64211,66826,71495,78747,79761,78140,75711,71165,73851,74923,75692,77200,76048,74925,72883,71159,69132,68115,68874
2020-02-08,65470,62724,61056,60153,60203,60701,61601,62577,64580,64436,63952,62086,58475,58217,58388,59180,61043,62980,65005,64624,64000,63123,63434,64587
2020-02-09,61641,58989,57584,56821,56971,57618,58227,58196,57240,54693,54283,52892,51860,51795,52332,53598,56302,59648,62394,62873,62327,61517,61728,61923
2020-02-10,58843,56568,55276,54842,55517,57313,61002,66774,74931,76445,74684,71955,66874,68896,69597,70105,71817,71807,71981,70853,69346,67409,66414,67316
2020-02-11,63680,61266,60109,59584,60095,61664,64762,69570,75547,75830,73784,71175,66123,68446,69223,69949,71286,70625,70758,69608,68077,66125,64962,65661
2020-02-12,61922,59403,58006,57634,58125,59667,62478,66785,74140,77356,77688,76814,73246,75821,76104,75164,74911,72321,70670,69187,67722,65961,64959,65762
2020-02-13,62001,59384,58011,57623,57972,59517,62282,66399,72664,74042,72996,71832,67715,69831,70277,70121,70885,70029,70307,69279,67799,66202,65306,65873
2020-02-14,62139,59444,58024,57526,58148,59594,62382,66374,71970,72476,70572,67498,62607,64294,65109,65413,67095,66897,67327,66752,65703,64423,63707,64521
2020-02-15,60935,58339,56952,56272,56460,57281,58300,58940,59912,58403,57252,55747,54326,57506,58841,59039,59048,58838,59908,59731,59178,58683,58789,59970
2020-02-16,56924,54504,53164,52920,53428,54338,55170,55423,56435,57167,58279,57956,56983,56870,56750,57403,59019,61048,63279,63497,63027,62306,62431,62755
2020-02-17,59869,57448,56333,56013,56712,58636,62378,68133,76646,80318,80648,79965,75887,78872,79708,79776,80299,78746,77439,75492,73144,70808,69550,70892
2020-02-18,67426,64984,63620,63043,63429,64697,67817,72569,79098,80338,79210,76370,70824,72462,72778,72907,74774,74840,75098,74143,72172,70095,68818,70274
2020-02-19,66630,64139,62829,62397,62986,64362,67297,71732,77450,77972,76519,73701,68542,70592,71420,71882,73572,72920,72802,71808,70297,68383,67320,68506
2020-02-20,65093,62433,61109,60524,60945,62554,65332,69363,74510,74321,72578,69674,64721,66692,67433,67936,69705,69827,70545,69988,68639,67042,66211,67567
2020-02-21,64010,61252,59767,59338,59874,61364,64162,68014,72956,73398,72397,70518,65339,66492,67638,68836,70280,68984,68275,67277,65941,64561,63644,64805
2020-02-22,61334,58649,57153,56563,56812,57720,58730,59270,60059,58825,58323,56927,54905,55543,55813,56650,57997,59360,61674,62071,61323,60572,60648,62123
2020-02-23,59182,56562,55098,54541,54903,55878,56623,56165,53937,51301,51188,49987,48960,49065,49504,50657,53196,56720,60158,60988,60277,59458,59717,59608
2020-02-24,56672,54316,53114,52901,53896,55943,59573,64627,70399,71041,69593,67249,63338,66082,66768,67363,68857,68148,68300,67507,65937,64343,63274,64558
2020-02-25,60779,58266,57040,56683,57171,58657,61401,65394,72466,75868,76417,76051,72972,75142,75199,74079,73618,71057,69973,68692,66625,64886,64010,65468
2020-02-26,61771,59337,58007,57455,57966,59382,62117,65989,71442,72005,70367,68147,64593,66656,66725,66642,67886,67496,67962,67379,65991,64494,63800,64969
2020-02-27,61576,59060,57612,57249,57646,59171,61828,65559,70327,69860,68619,67199,63428,65564,65901,65942,67278,67289,68280,67922,66391,64800,63968,65112
2020-02-28,61613,58945,57581,57119,57442,58824,61347,65225,71496,73790,74398,74128,71053,73423,73511,72815,72663,70140,68785,67400,65570,63879,63301,64575
2020-02-29,61341,58556,57025,56227,56212,56913,57670,58267,59117,58671,58946,57916,55609,55204,54122,54031,55047,56209,58741,59491,58890,58273,58528,59881
2020-03-01,56783,54183,52800,52257,52440,53190,53570,53268,52932,52145,52428,51690,51509,52479,53313,54195,55351,56768,58736,59052,58359,57759,57961,57977
2020-03-02,54852,52812,51823,51701,52490,54601,58074,63016,69056,69529,68288,66214,62096,63666,64291,65329,68076,69274,70171,68802,66442,64915,64353,64304
2020-03-03,60522,58191,56871,56451,57095,58563,61058,64984,69937,69874,69046,67546,63849,66092,67279,67674,68668,68735,69234,68603,66285,64689,64019,63976
2020-03-04,60269,57742,56425,56121,56660,58231,60825,64833,69854,70495,69171,67037,63426,65843,67307,68226,70443,71057,71207,70396,68234,66642,65965,66379
2020-03-05,62828,60418,58932,58502,58878,60210,63008,67072,71279,71160,69865,67592,63059,64698,65439,66037,68306,69503,70711,70477,68188,66476,66046,66586
2020-03-06,63191,60508,59092,58608,59125,60586,63562,66922,70461,70022,68695,66412,62277,63832,64555,64795,66810,67569,68667,68483,66382,64983,64636,64870
2020-03-07,61119,58412,57115,56450,56474,57130,58156,58829,60800,61452,61624,60571,57923,58114,58129,58468,58539,58550,60170,60698,59738,59185,59401,60576
2020-03-08,57548,54951,53550,52930,53288,53938,54379,53881,51590,48998,48455,47089,46108,46063,46233,47622,50005,53115,56394,57799,57409,57162,57417,57137
2020-03-09,54007,51828,50736,50663,51495,53509,56881,61782,68206,69348,68873,67620,64023,66711,68033,68491,69167,68806,68481,67645,65321,63692,63001,63498
2020-03-10,59745,57365,56217,55956,56407,57904,60437,64311,70894,73257,73329,72543,69511,71877,72530,72106,72430,71298,70472,69283,66888,65211,64514,65485
